nrContururi   minimPerim   maximPerim   deviatiePerim    mediePerim   minimArie   maximArie   deviatieArie    medieArie  tip 
3083   2.000000     5429.038995     101.093924     19.580400     1.500000     467967.500000     8426.534998     177.110769          d
3261   5.656854     5779.673553     105.309423     20.680279     2.000000     465893.000000     8157.131318     171.069917          d
3394   16.828427     7261.172236     128.769716     21.197663     7.000000     459557.000000     7887.142324     164.504862          d
3438   24.242641     6909.407738     127.164421     21.978159     23.500000     461535.000000     7871.075589     166.282868          d
769   5.656854     7558.475837     289.514899     57.689866     2.000000     421828.000000     15205.861292     707.364759          d
3341   13.656854     7408.292074     138.145921     22.458478     6.000000     458367.500000     7930.019395     171.917091          d
3339   5.656854     9102.962330     162.597311     22.519172     452955.500000     452955.500000     7838.051330     168.828392          d
3269   4.000000     7595.997699     140.477535     23.040801     456696.500000     456696.500000     7987.350996     176.468645          d
3286   2.000000     9611.025382     177.593400     23.783353     2.000000     444722.500000     7759.882893     175.672702          d
3495   2.000000     13402.345680     236.024096     23.483354     0.500000     420708.500000     7119.756286     158.283119          d
3528   4.000000     14092.425971     246.775907     23.687273     0.500000     392542.000000     6613.455901     150.255952          d
3484   4.000000     13279.576124     233.152628     23.414432     1.500000     393011.500000     6661.219440     150.161452          d
3102   2.828427     7892.909383     145.999650     22.118804     2.000000     451191.500000     8099.792051     175.963250          d
3229   2.000000     9241.295367     167.132363     22.793687     2.000000     420486.500000     7398.869785     161.616909          d
3179   6877.900156     6877.900156     129.464705     22.457565     432246.500000     432246.500000     7665.617826     168.981283          d
741   4.000000     8455.540972     326.170705     59.174026     33.500000     399452.500000     14669.482422     701.120783          d
2894   65.455844     6461.067555     124.331546     21.341944     115.000000     462856.500000     8602.362796     189.006220          d
3086   35.556349     6275.812723     124.417739     21.712562     67.500000     463143.500000     8337.164806     183.497894          d
3267   2.000000     7868.205848     144.981124     22.891541     12.000000     458222.000000     8016.637671     176.875268          d
3152   5589.548662     5589.548662     108.363649     22.433073     466740.500000     466740.500000     8312.830142     184.184803          d
2855   3.414214     5120.002419     99.199597     19.965259     0.500000     467585.000000     8749.229609     190.247461          d
2796   2.000000     4500.975946     89.045993     20.010206     469806.500000     469806.500000     8883.026608     194.890379          d
1490   5.656854     5792.418719     151.787546     26.376142     2.000000     461141.000000     11941.741000     349.486577          d
1280   5.656854     3844.361601     110.697883     25.772744     2.000000     471520.000000     13173.411634     409.636328          d
1115   3.414214     4481.128186     136.452326     25.467353     0.500000     468364.500000     14019.278641     458.482511          d
1583   5.656854     3915.983964     102.174938     24.415639     2.000000     471738.000000     11852.267200     337.485786          d
784   2.000000     4245.027680     166.917360     48.508778     467569.000000     467569.000000     16688.255170     736.989796          d
1473   2.000000     3897.096662     104.543941     23.737224     33.000000     469651.000000     12232.174362     355.459606          d
1259   2.000000     3401.359513     99.209742     22.594683     2.000000     473110.500000     13327.762352     409.093725          d
1341   2.000000     3688.739236     103.857632     22.962993     2.000000     471598.000000     12872.875011     385.851230          d
1632   2.000000     3901.900704     102.703635     25.550111     1.500000     470653.000000     11646.671785     333.591605          d
1517   5.656854     3733.349408     99.467432     23.818756     2.000000     471196.500000     12093.383127     349.992749          d
1465   2.000000     3471.543278     94.437949     23.852409     2.000000     472486.000000     12339.660237     361.859386          d
1528   3823.030647     3823.030647     101.475765     23.625565     471560.500000     471560.500000     12059.194850     347.755563          d
1570   2.000000     4321.530208     113.763693     24.808988     468996.500000     468996.500000     11832.445162     339.907962          d
1647   2.828427     4267.613467     112.334574     27.910651     2.000000     465893.500000     11476.411054     335.012447          d
1347   2.000000     3567.727043     100.414579     22.876487     18.000000     472012.500000     12855.475534     384.492576          d
752   5.656854     5504.737480     209.396121     49.140815     2.000000     458709.000000     16715.747100     744.952128          d
1203   5.656854     3257.577769     97.271759     23.371507     2.000000     473152.000000     13635.279554     429.072319          d
1759   2.000000     4351.454087     108.641184     24.999246     468609.000000     468609.000000     11169.891962     308.546902          d
1718   0.000000     5050.764832     126.417734     25.912844     0.000000     467022.500000     11264.084043     315.681024          d
1634   5.414214     4691.527241     122.811454     28.825619     1.500000     460878.000000     11397.946157     335.511934          d
2018   2.000000     4566.525156     105.681622     26.248782     9.000000     468387.500000     10423.509126     273.206392          d
1574   4.000000     4036.628626     105.276897     28.352520     470915.500000     470915.500000     11865.106032     344.175349          d
1399   3.414214     3487.785919     97.097168     27.099160     2.000000     472952.500000     12639.368253     380.626162          d
1393   2.000000     3870.219464     107.370422     26.527516     259.500000     470253.000000     12594.564544     380.453338          d
1376   5.656854     3698.253955     104.956984     28.422335     2.000000     471018.000000     12692.772981     393.661701          d
1415   5.656854     3684.253954     103.354240     28.791740     2.000000     472084.000000     12545.057396     387.050530          d
755   15.899495     7026.562063     262.551206     52.204270     14.500000     436710.500000     15881.438966     709.916556          d
1451   35.899495     3922.202219     108.802324     29.484662     40.500000     470643.500000     12350.823185     379.310820          d
1535   4206.954525     4206.954525     111.782013     29.534165     470008.000000     470008.000000     11991.650558     355.649511          d
1521   34.485281     4140.268235     109.065128     27.274462     19.000000     470258.000000     12053.112032     351.800789          d
1336   2.000000     4247.363687     117.893571     25.126500     469924.500000     469924.500000     12850.966390     387.119386          d
1262   2.000000     3978.770760     115.634435     27.489663     2.000000     471462.500000     13265.656727     422.046355          d
1222   2.000000     4464.282512     130.710546     28.658187     467299.000000     467299.000000     13361.679795     432.946809          d
1450   4103.113907     4103.113907     110.459077     27.410929     470832.500000     470832.500000     12359.529152     367.134138          d
1414   5.656854     3752.319970     102.290605     26.887063     2.000000     471257.500000     12527.063451     374.643564          d
1314   5.656854     3453.844793     97.711119     26.195136     2.000000     472432.500000     13027.079099     399.860731          d
1148   5.656854     3752.437720     113.507728     26.670179     2.000000     472090.500000     13926.403877     452.612805          d
502   5.656854     5403.274496     256.948906     60.471793     2.000000     452670.500000     20191.556717     1101.414343          d
1250   5.656854     3492.045804     102.089499     26.838851     473148.500000     473148.500000     13376.462360     422.687600          d
1193   5.656854     3366.288445     101.203930     28.081903     2.000000     472049.000000     13660.119667     444.851215          d
1401   5.656854     3975.699691     108.847563     27.573367     2.000000     470938.000000     12576.457312     380.143469          d
1405   5.656854     3848.060083     105.178429     26.932603     2.000000     471349.500000     12569.559428     377.651246          d
1314   5.656854     3720.378844     105.067109     26.965109     2.000000     471530.500000     13002.173517     401.812785          d
1387   5.656854     4188.736270     114.431008     27.044311     2.000000     470953.500000     12640.156535     381.375631          d
1298   5.656854     3902.261095     110.530707     26.702160     2.000000     471733.500000     13087.666109     404.921418          d
1208   3.414214     4089.256042     119.649757     26.908566     0.500000     470569.500000     13532.562394     429.752483          d
1127   3.414214     3571.727044     109.488098     27.889466     0.500000     472528.500000     14068.286314     462.662378          d
1183   3.414214     3662.052944     109.679431     28.112851     0.500000     472133.000000     13720.054711     443.828402          d

