nrContururi   minimPerim   maximPerim   deviatiePerim    mediePerim   minimArie   maximArie   deviatieArie    medieArie  tip 
2152   5.414214     4826.539436     113.761698     21.146607     1.500000     455534.500000     9823.129416     248.584572          b
1865   2.000000     7992.701235     186.685838     23.914543     426040.000000     426040.000000     9862.648815     260.345308          b
1987   6.000000     7676.527572     174.424401     24.477225     10.500000     435817.500000     9774.648762     254.813538          b
1561   4.000000     7678.645323     196.153245     23.781200     2.000000     420424.500000     10637.772815     300.342729          b
2140   5.656854     5558.553715     124.680503     27.757151     2.000000     429682.500000     9287.289242     247.273131          b
2169   2.000000     7355.165095     160.283065     22.731441     2.000000     434002.500000     9316.888282     231.971415          b
1780   4.000000     5597.580189     138.251825     20.912052     2.000000     414541.000000     9828.382440     268.250000          b
1837   5828.200464     5828.200464     140.198370     20.450194     439653.500000     439653.500000     10257.091540     267.647795          b
338   2.000000     3970.285480     217.616804     40.910787     1.000000     464146.500000     25206.146443     1436.255917          b
1554   2.828427     7384.343808     188.489984     22.139064     0.500000     420680.000000     10668.040367     297.557593          b
1512   1784.832602     6069.712216     163.645764     21.766824     55304.000000     341864.000000     8901.956341     285.807540          b
2279   4997.870390     4997.870390     111.637538     23.277808     453402.000000     453402.000000     9498.910741     236.097631          b
2306   6.000000     8245.516589     198.978487     40.193673     455589.500000     455589.500000     9487.552005     266.853859          b
2342   2.000000     7432.375333     176.592610     35.974674     1.000000     443078.500000     9155.622504     251.864859          b
2375   2.828427     11577.685531     246.557864     31.845748     1.500000     402875.500000     8266.788298     220.013895          b
2469   59.798990     13894.962993     285.011224     28.048002     168.000000     369780.500000     7442.575321     192.148441          b
2317   4.000000     12271.325137     270.707679     40.136018     443518.000000     443518.000000     9213.864357     255.903323          b
2317   2.000000     9847.257912     216.842940     34.631448     0.500000     422120.000000     8769.017103     240.227018          b
2335   2.000000     11823.283508     251.065522     30.310100     2.000000     394605.500000     8165.424955     215.121842          b
343   2.000000     4665.069311     254.681496     43.982698     2.000000     454522.500000     24503.550158     1399.867347          b
2412   59.798990     13640.546693     282.983338     28.344759     167.000000     371394.500000     7562.450626     196.915008          b
2242   59.798990     6453.914438     174.376582     28.779226     168.000000     239448.500000     5793.389663     217.040812          b
2364   4.000000     15843.248469     329.771239     35.088333     14.500000     424170.000000     8722.496535     230.002327          b
2341   10903.053935     10903.053935     228.923185     29.165517     424914.500000     424914.500000     8780.253452     223.562580          b
2389   2.000000     5880.554922     169.139106     27.118281     303444.000000     303444.000000     6591.720763     210.813520          b
2380   4468.869510     6892.490118     185.789031     27.682069     141079.000000     141079.000000     4642.556050     201.171849          b
2467   189.781744     13380.433111     280.933034     28.735736     689.500000     202613.500000     4587.843355     165.222537          b
2406   14304.721558     14304.721558     301.044621     28.787171     209034.500000     209034.500000     4576.364341     159.065461          b
2327   2.000000     9423.029550     212.711723     28.028928     2.500000     276122.500000     5794.061136     188.994413          b
2316   2.000000     7873.942997     195.719540     28.775258     20.500000     274325.500000     6043.084527     205.755181          b
279   5.656854     5684.296795     341.906017     54.386113     2.000000     447746.000000     26754.004567     1685.602151          b
2464   9.656854     14454.481884     297.441873     30.435220     4.000000     390292.500000     7863.701120     205.103490          b
2343   5.414214     14322.224964     301.154683     29.787517     102.500000     401820.000000     8303.170118     215.744772          b
2357   14.242641     15468.087000     324.028397     32.510728     8.500000     412647.000000     8499.296064     221.731226          b
2289   2.000000     15073.937729     321.155048     35.057523     19.000000     401128.500000     8383.369136     228.489078          b
2430   2.000000     15277.650490     313.871985     29.973800     9.000000     384140.000000     7793.604245     203.540329          b
2295   5.414214     9143.077113     205.336875     33.899380     0.500000     407073.000000     8504.164115     240.244009          b
1565   4.828427     17527.357323     470.131658     53.051208     2.000000     407446.500000     10306.358648     355.978594          b
1657   2.000000     13379.385219     343.659076     44.779938     0.500000     406707.500000     9995.367420     334.374472          b
1460   5.656854     12574.469355     343.105317     44.275895     2.000000     416260.500000     10896.064227     373.277740          b
1816   2.000000     13817.298996     342.938210     43.206227     672.500000     429237.000000     10074.478752     313.305617          b
258   2.000000     5409.194203     337.775690     54.680322     2.000000     448527.000000     27865.907006     1816.955426          b
1581   6.242641     12135.058112     320.110952     41.944077     0.500000     422826.500000     10637.398893     353.737192          b
1501   2.000000     9017.856769     263.873373     41.038689     2.000000     425171.000000     10981.914937     380.081279          b
1371   2.828427     9901.919821     288.189957     37.705097     415388.000000     415388.000000     11223.062954     386.137126          b
1634   2.000000     10648.970680     280.473051     35.922458     3.500000     433421.500000     10723.475575     331.150857          b
1504   2.000000     7929.370280     214.741281     31.687699     431493.500000     431493.500000     11124.940643     346.456782          b
1293   5587.222761     5587.222761     183.719464     35.364026     456203.000000     456203.000000     12704.629092     447.490719          b
1311   5.656854     10752.159498     312.094187     35.841186     2.000000     334494.000000     9278.673067     350.402746          b
1242   2.000000     6172.575134     190.014604     35.378115     454254.000000     454254.000000     12903.366187     452.650966          b
1549   27.556349     9738.983750     271.665367     40.305634     45.500000     427752.000000     10875.538077     367.471595          b
1491   2.000000     7818.919490     213.151365     30.573341     2.000000     430593.500000     11151.913072     350.416164          b
313   2.000000     4577.966720     260.770233     43.491038     2.000000     458733.500000     25885.000628     1528.851438          b
1404   5.656854     10134.231442     286.865685     34.451367     2.000000     419692.500000     11203.241949     366.616809          b
1414   6.000000     12233.834804     342.856563     39.559400     11.500000     422151.000000     11232.795690     383.092999          b
1436   4.000000     11282.000114     302.938943     32.363046     399467.500000     399467.500000     10540.815010     334.608635          b
1413   5.656854     10774.228477     301.803898     34.473176     2.000000     416873.000000     11092.400539     361.067233          b
1321   5723.791302     5723.791302     172.418880     33.554377     462871.000000     462871.000000     12748.460837     430.987888          b
1393   22.485281     11291.740232     315.734772     34.847924     32.000000     410980.500000     11012.360088     358.622039          b
1211   5.656854     9238.646534     274.558909     36.466197     1.500000     439183.000000     12635.115539     444.743600          b
2659   2.000000     12161.464311     260.259397     27.977911     304258.500000     304258.500000     5925.869706     171.498684          c
3483   2.000000     17365.697509     302.104196     26.548589     3.500000     370614.000000     6285.103005     146.695234          c
3295   126.426406     13789.577336     257.814672     27.724434     238.000000     245317.000000     4309.987174     125.642640          c
3462   0.000000     19985.866444     348.006310     27.476840     0.000000     265213.000000     4555.808911     123.843588          c
3203   10834.752424     10834.752424     199.631858     17.890917     424959.000000     424959.000000     7520.809015     164.277865          c
4540   2.000000     9635.150272     146.776427     15.780725     2.000000     434488.000000     6449.013213     116.361454          c
4165   2.000000     10145.816352     162.541146     16.443744     409488.000000     409488.000000     6348.679972     122.582833          c
4692   5.656854     12802.713216     190.393283     16.885839     2.000000     391083.500000     5710.542307     104.822464          c
4178   25.313708     15357.588653     241.071971     17.581122     29.000000     326829.500000     5059.790426     101.043801          c
4655   19.899495     16671.947292     247.112901     17.662592     16.500000     322002.000000     4721.811820     90.900644          c
2189   5.656854     3429.986929     76.338019     13.343092     2.000000     469964.500000     10042.557984     229.278209          c
2784   4.000000     16040.483097     318.167262     28.387196     23.500000     310039.000000     5897.807082     165.852550          c
1255   2.000000     4615.162677     131.209599     15.276406     469272.500000     469272.500000     13241.079171     388.525100          c
1149   5.656854     3053.404109     95.737363     15.094275     2.000000     474118.500000     13981.999471     435.885988          c
1583   5.656854     3286.180800     91.744505     15.469843     2.000000     473916.000000     11911.127215     330.291851          c
2368   4.000000     9403.430366     198.629741     29.576925     2.000000     420875.000000     8648.515772     225.747255          c
2332   4.000000     10971.036693     232.825214     31.884100     17.500000     422609.000000     8751.156955     236.885506          c
3446   5505.992316     5505.992316     108.609268     14.913632     451881.000000     451881.000000     7703.186051     152.847359          c
1431   5.414214     7568.943874     206.702018     27.625271     1.500000     435510.500000     11509.862718     348.881551          c
1164   2.000000     6083.656307     195.787381     25.883567     8.000000     458834.500000     13450.705301     440.790808          c
790   5.656854     3463.685415     124.217537     20.756768     2.000000     466268.000000     16578.145914     615.063924          c
1378   897.813269     7316.510327     208.215811     26.765002     10603.000000     418646.000000     11282.439692     353.936502          c
2873   15779.571407     15779.571407     306.412089     27.917603     301624.000000     301624.000000     5641.834709     155.726592          c
1292   2.000000     3897.533173     130.930210     20.464473     2.000000     469678.000000     13067.561509     395.675697          c
1036   5.656854     3177.109733     99.500550     18.130449     2.000000     467408.500000     14514.408775     471.604247          c
1375   5.656854     6796.135657     187.962754     20.120069     2.000000     408379.500000     11023.433823     329.250545          c
1463   10.828427     5572.636974     146.286454     17.171657     6.000000     434182.500000     11347.292329     311.786740          c
1627   5.656854     3115.913774     78.100437     15.130879     2.000000     474282.500000     11754.350521     305.759988          c
1754   2.000000     6154.273619     154.519269     20.497715     11.000000     422302.500000     10085.177488     270.301026          c
1804   5.656854     3535.484403     84.393394     16.574723     2.000000     472430.000000     11119.501816     279.264412          c
1822   2.000000     6281.452332     156.600288     22.546238     16.500000     390695.000000     9157.951055     254.681394          c
1720   7.656854     8332.164219     201.865465     25.149106     4.000000     406380.500000     9795.464649     267.840698          c
1153   4.000000     8309.624237     284.553668     43.416416     1.000000     221200.500000     6678.203799     329.173027          c
2865   4.000000     19502.260119     371.957194     28.967227     335515.000000     335515.000000     6274.446150     158.250960          c
1467   6.000000     8674.207053     238.328402     32.378982     1.000000     340802.500000     8901.026162     299.512270          c
1575   2.000000     14146.249346     362.245833     34.043815     6.500000     333201.000000     8397.338010     269.118095          c
1488   2.000000     12463.960903     342.865279     39.189448     6.500000     230673.000000     6181.380294     271.348790          c
1442   5.414214     16268.521759     447.016900     44.224723     1.500000     225325.000000     5974.863266     253.079750          c
2389   3.414214     6560.880826     148.354668     22.884846     0.500000     380628.500000     7790.144611     199.264964          c
1896   5.414214     7191.772299     246.154421     31.154894     0.500000     281875.500000     6662.487785     234.524262          c
1665   28.485281     14697.983533     412.723732     39.695467     36.000000     133089.000000     3754.622709     188.624324          c
2253   5.656854     11434.548452     244.417394     23.253787     2.000000     415789.500000     8760.393380     219.152241          c
3242   2.000000     5786.148728     113.892670     17.987224     2.000000     435809.000000     7659.773658     163.819402          c
4098   8375.637307     8375.637307     137.442523     15.624037     436461.000000     436461.000000     6822.640333     126.698389          c
2424   0.000000     11817.627862     286.903290     32.235720     0.000000     138158.000000     2963.953036     129.255982          c
4578   9174.418174     9174.418174     139.403870     14.788530     422127.500000     422127.500000     6239.295177     109.080166          c
3673   313.279218     12165.846121     205.252676     19.619485     1748.000000     319201.500000     5268.363836     113.614484          c
3789   12432.892802     12432.892802     211.436210     21.087691     380862.000000     380862.000000     6197.083267     134.683426          c
1772   2.000000     19972.212557     488.799485     36.105473     9.000000     169685.500000     4190.457696     180.244921          c
1999   19.071068     17913.542303     440.331361     35.616262     10.500000     149058.000000     4677.407717     195.665583          c
1834   2.000000     16651.565475     405.880747     35.761872     4.000000     180784.000000     4458.811427     192.604144          c
2239   4.000000     16624.948164     359.340902     27.874710     5.500000     239437.000000     5109.258403     155.782046          c
2426   26.142135     15347.778350     320.064663     27.216440     16.000000     327939.000000     6668.221826     176.580998          c
2528   112.083260     13415.853261     286.531919     29.282088     414.000000     345188.000000     6981.462025     218.444027          c
2762   2.000000     16684.885116     323.142556     27.211710     0.500000     389176.000000     7493.704516     206.131245          c
3094   2.000000     12922.945748     282.004348     27.178184     2.500000     179618.000000     3430.961906     125.932288          c
2971   3.414214     16350.032302     306.036965     27.538925     0.500000     374814.000000     6882.899837     169.042410          c
3118   9.414214     13425.024835     245.085640     25.377311     406591.000000     406591.000000     7284.737188     170.503849          c
3868   14.242641     10907.859189     203.675671     20.350235     6.500000     222995.000000     3862.695361     110.682653          c
4213   12.242641     13498.624021     215.371513     18.331042     6.500000     266217.500000     4211.217991     106.433895          c
3752   5.656854     13080.446183     218.185005     18.065803     3.500000     365199.000000     5981.979194     129.044776          c
3490   5.656854     7960.116658     158.813335     17.969560     307.500000     236354.500000     4864.798331     140.002292          c
3441   2.000000     5856.124345     111.569414     17.151348     456883.000000     456883.000000     7793.389817     159.961203          c
3027   5.656854     9308.633463     172.546110     18.898764     2.000000     415902.500000     7559.333319     163.062768          c
2513   16.000000     8223.631376     167.348381     19.753603     14531.000000     380909.000000     7603.239849     183.754278          c
2539   5.656854     5787.885877     121.931622     18.778174     2051.000000     386623.500000     7686.208906     185.942891          c
3054   10.000000     8097.944207     221.785702     26.299967     2.000000     82989.000000     1742.955290     92.387688          c
3375   4.000000     6792.520434     124.603648     17.218139     414640.000000     414640.000000     7146.231922     150.956444          c
3234   4.000000     8350.154112     150.696583     17.659832     442552.500000     442552.500000     7783.274163     161.123377          c
3495   10.828427     12562.282633     215.096077     18.677886     5.000000     407731.500000     6896.938270     139.624750          c
3940   9.071068     11311.609409     185.339350     17.638360     1.500000     402035.000000     6412.090927     127.677665          c
4164   0.000000     6307.796685     123.884790     16.994103     0.000000     194727.500000     3983.569062     115.832853          c
4300   4.828427     10691.026585     169.561015     16.900472     1.000000     349693.000000     5353.608427     108.628721          c
2525   4.000000     11575.520213     283.808997     35.218819     47.500000     80943.000000     2162.987620     121.280792          c
2660   8.242641     14206.190472     296.414548     32.438121     13.000000     254023.000000     4978.820753     153.217293          c
2503   2.828427     9763.549325     263.579533     33.708618     5.500000     119665.500000     3201.967388     149.973432          c
2794   5.656854     14459.756927     279.163481     25.135055     3.000000     346918.500000     6601.618898     167.037759          c
3037   31.313708     4647.275705     126.885425     24.174654     62.000000     50338.000000     1072.942339     72.279388          c
3328   2.000000     13592.279667     243.948809     29.283271     11.500000     382032.000000     6627.460167     155.631310          c
3621   13.414214     10566.845791     183.962569     25.633028     1.500000     433097.000000     7197.826290     152.254764          c
3508   5.414214     9930.204093     173.018480     23.379099     0.500000     410521.000000     6939.179977     151.073689          c
3542   2.828427     10173.105673     178.898916     27.705354     385812.000000     385812.000000     6482.408599     144.598108          c
2759   2.000000     11308.905871     224.663729     29.039333     9.000000     322062.500000     6136.148148     163.591881          c
1776   6.000000     21985.360951     537.477958     52.000132     10.500000     182558.000000     4349.436516     192.390766          c
1622   5.414214     27433.635781     686.427815     52.126472     1.500000     178847.000000     4445.898067     182.014180          c
1785   283.622364     29735.544834     711.957333     51.315114     542.000000     272890.000000     6470.229833     233.466106          c
1847   2.828427     17560.729909     421.835553     49.495288     12.500000     355095.500000     8266.492746     285.542231          c
2057   4.000000     11690.895765     334.533402     44.092571     76.000000     244128.000000     5551.393323     218.736023          c
3191   4.000000     17316.134019     312.616493     28.044099     361099.000000     361099.000000     6395.428717     155.401755          c
2142   4.000000     9958.863033     237.171728     42.326752     14791.500000     337470.500000     7303.392804     248.461251          c
2549   14.828427     16365.221121     332.826966     38.777215     8.000000     395229.500000     7831.753231     226.890153          c
2862   5.414214     21224.434983     410.779412     33.629469     1.500000     285549.000000     5359.847234     156.633997          c
2043   2.000000     16564.795922     388.595412     47.169549     13.000000     399771.000000     8856.339672     294.797357          c
2569   2.000000     15836.843483     335.313772     38.105937     0.500000     387159.500000     7664.938719     234.394122          c
2747   5.414214     16335.117650     326.397845     34.996391     1.500000     317554.500000     6084.462155     184.744995          c
2532   2.000000     13583.202667     311.209188     33.450146     5.500000     144182.500000     2993.548505     130.993088          c
2504   10.828427     21809.638089     440.755690     31.947576     1.000000     309686.500000     6199.260710     176.385982          c
2594   4.000000     15232.312403     306.158734     30.092802     7.500000     337656.000000     6639.012775     187.099075          c
2704   3.414214     10049.865120     205.309555     28.147588     0.500000     377357.000000     7266.045466     198.156065          c
877   2.000000     6872.738690     239.795724     47.363990     0.000000     442216.500000     14924.542571     627.057583          d
776   5.656854     6318.859403     232.915145     47.986868     2.000000     441148.000000     15824.314217     685.849227          d
1135   3.414214     3838.763621     117.129153     29.361087     0.500000     471211.000000     13979.487937     464.005727          d
756   4.828427     7475.882910     283.100497     56.317031     172.000000     436279.000000     15860.710269     734.599868          d
719   5.656854     5792.928386     224.491892     50.318316     2.000000     446605.000000     16646.403786     757.465925          d
754   5.656854     7249.934646     270.644124     50.820825     2.000000     442152.500000     16094.208763     715.762599          d
612   2.000000     4875.544486     213.020891     53.807750     2.000000     460553.500000     18609.353703     921.318627          d
764   8.828427     5089.835899     193.052194     48.226678     3.000000     459386.000000     16608.574374     735.312827          d
2373   18.485281     1650.184975     81.432025     24.038023     16.000000     20476.000000     530.655835     57.169617          d
2608   10.242641     3958.165973     108.246050     22.911498     5.500000     41779.500000     995.076932     71.091641          d
1833   2.000000     3683.916193     115.604874     24.080759     36603.500000     36603.500000     944.191818     72.672668          d
2994   11.414214     5022.277794     113.973838     23.288112     8.500000     46141.500000     1047.777454     68.651136          d
824   5.656854     4703.904878     174.415944     42.263679     464394.000000     464394.000000     16167.861292     670.788835          d
3217   14.828427     2392.833812     85.712622     22.018505     4.000000     25460.500000     778.675723     64.027355          d
3266   6.828427     2407.395213     86.228739     20.896204     2.000000     25155.500000     865.396521     66.016228          d
3273   2.000000     3189.901913     90.856799     20.097530     1.000000     30576.000000     957.477879     66.157654          d
3007   2.000000     3277.257251     98.087853     20.566661     100.000000     30583.000000     986.047872     68.627536          d
2912   2.000000     3256.914105     99.997586     20.859933     1.500000     30586.500000     921.430160     66.307521          d
3036   2.000000     4242.440141     125.709510     20.539152     7.000000     70565.500000     1513.498436     76.224308          d
2977   5.656854     6112.455629     140.485265     21.095762     2.000000     81314.000000     1717.492748     79.423581          d
3326   5.656854     3514.318215     115.299823     20.718034     1.000000     52053.500000     1348.946547     78.179796          d
3455   2.000000     6284.499014     113.898249     22.371417     465330.500000     465330.500000     7915.700890     166.841534          d
3532   2.000000     9902.405101     171.687373     23.386656     449750.000000     449750.000000     7566.987604     160.163080          d
794   2.000000     8140.372366     299.434842     55.014811     2.000000     419628.000000     14884.072840     670.608312          d
3302   2.000000     5005.392248     90.876764     20.082200     468803.500000     468803.500000     8156.913926     167.728952          d
3045   2.000000     4702.005385     88.978159     19.926433     1.000000     470220.500000     8519.707615     179.642693          d
3061   7.414214     6663.785374     125.057565     21.653152     2.500000     458415.000000     8284.248191     179.178046          d
3035   2.000000     9274.709582     172.099629     23.269168     452072.000000     452072.000000     8204.581684     180.355684          d
3105   5.656854     7256.551960     136.178339     23.073708     2.000000     432522.500000     7761.041306     173.038969          d
3140   2.828427     8574.563273     156.858133     22.344782     2.000000     450718.000000     8042.137879     173.757484          d
