nrContururi   minimPerim   maximPerim   deviatiePerim    mediePerim   minimArie   maximArie   deviatieArie    medieArie  tip 
1640   2.000000     1985.204307     121.299707     30.736023     4.000000     30157.000000     1109.004625     113.577134          a
1659   51.698484     1985.790094     122.427748     31.645326     59.500000     30152.500000     1313.876399     142.665763          a
1732   8.828427     2434.591171     141.076737     32.520083     1.000000     30142.500000     1477.832622     161.341513          a
1468   2.000000     1687.682449     111.997895     31.130360     39.500000     14009.500000     648.646368     98.634196          a
1536   55.455844     1777.322058     132.919146     33.707909     77.000000     23152.000000     978.667772     127.190104          a
1641   281.137083     2808.556679     138.534992     33.531893     1347.000000     23148.500000     1148.615982     139.985375          a
1487   10.828427     2111.914983     142.861383     36.618214     1.000000     29501.500000     1563.199005     183.637525          a
2007   2.000000     7862.778564     213.871177     32.661776     941.000000     153478.000000     3469.128197     147.314150          a
1225   11.656854     15315.258577     453.865028     52.563504     6.000000     378944.000000     10838.257235     437.652245          a
1257   3.414214     8272.472870     241.351895     41.818475     0.500000     436334.500000     12303.768525     437.651154          a
1974   6.000000     11471.714089     272.292018     27.014950     178.000000     164508.500000     3952.829503     150.696555          a
2106   2.000000     15305.363258     341.749047     27.358500     9.000000     136196.500000     3012.058773     109.327398          a
2380   6.000000     13025.406640     282.668824     26.965210     179.000000     234362.000000     4985.723871     172.799790          a
1314   10.000000     8032.029220     229.538396     39.519134     10442.000000     411893.000000     11362.909525     400.883181          a
1246   5.656854     9502.158282     273.846812     42.474113     2.000000     432266.500000     12242.540168     440.172151          a
1403   5.656854     4782.105888     132.570703     31.655027     2.000000     464652.000000     12400.879890     398.176051          a
1160   2.000000     8797.170480     278.537497     45.638962     3.500000     364953.000000     10740.348048     444.840948          a
297   5988.769006     5988.769006     365.078773     57.055868     471528.500000     471528.500000     27377.658023     1784.260943          b
445   5.656854     3997.883460     196.977731     37.861808     2.000000     465133.500000     22023.008429     1106.731461          b
294   5.656854     6255.930471     368.939947     55.713678     2.000000     435581.500000     25357.082003     1564.231293          b
320   3.414214     8022.559101     447.767751     51.290916     0.500000     432454.000000     24134.559271     1404.039063          b
328   5.656854     5208.951560     289.259730     48.140370     2.000000     456706.500000     25175.737803     1466.016768          b
445   2.000000     7320.662571     347.425669     40.270861     0.500000     437631.000000     20720.617969     1029.140449          b
300   4.828427     5515.745498     319.499641     51.111112     1.000000     447576.500000     25794.327360     1566.006667          b
396   4.000000     4654.978912     236.266756     39.529095     459620.000000     459620.000000     23065.605354     1218.640152          b
400   4.000000     5391.142466     270.080971     40.310192     2.000000     462809.500000     23109.339361     1206.192500          b
370   5.656854     5662.068433     294.494176     42.143736     0.500000     455707.500000     23656.733432     1281.860811          b
1604   0.000000     4441.666413     159.724486     19.701364     0.000000     270306.000000     7753.272442     285.827930          b
367   7024.714304     7024.714304     369.761618     47.108729     433965.500000     433965.500000     22620.289010     1251.190736          b
1360   2.000000     7982.129727     225.340523     20.810824     2.000000     381705.500000     10415.916279     333.533088          b
1347   0.000000     8612.805913     243.118530     25.363001     0.000000     435938.500000     11884.537974     371.813289          b
1553   4.828427     7473.720563     200.531311     24.681498     1.000000     389091.000000     9937.987938     322.153574          b
1793   4.828427     10618.125003     254.053706     25.255652     1.000000     412512.000000     9739.979510     266.466537          b
1740   52.727922     8486.583484     205.760355     18.375127     38.500000     438285.000000     10504.216102     271.228736          b
1538   3.414214     7614.763075     199.608973     19.451457     0.500000     439782.500000     11211.246244     310.462289          b
1541   5.414214     4448.720236     161.904695     19.215404     47.000000     275288.000000     8068.162344     298.973718          b
1376   2.828427     6752.839196     188.828124     20.718822     1.500000     443043.000000     11942.035231     353.984375          b
1741   5.656854     8938.996820     216.532307     18.968358     2.000000     431361.500000     10335.546958     269.329121          b
1798   5.656854     9830.435420     233.073266     24.879002     2.000000     406831.000000     9591.786133     257.634872          b
342   3.414214     7213.567118     390.387064     49.604209     0.500000     441204.500000     23820.327355     1355.464912          b
1841   3.414214     7399.022962     179.177666     23.670958     0.500000     360195.500000     8457.437256     250.449212          b
1930   4.000000     5344.977157     135.964109     22.022008     3076.000000     312689.000000     7286.225490     233.959326          b
2020   24.242641     3750.816566     121.498366     20.933604     4.500000     183737.000000     5271.900162     214.140594          b
1987   2401.866214     3183.973860     108.675081     22.291981     96529.000000     178675.000000     5197.370305     222.319829          b
2029   5.656854     7715.356003     174.530130     23.162578     2.000000     426413.500000     9464.512667     241.712666          b
2110   5.656854     7810.829091     173.624667     23.255380     2.000000     428079.000000     9317.536021     235.446682          b
1994   5.656854     8128.230234     183.780400     21.651659     2.000000     384288.000000     8605.577826     222.617854          b
2022   1839.259008     6703.927508     157.438577     21.122794     18998.000000     391225.000000     8710.684793     229.399357          b
2146   2.000000     4851.565908     127.357975     20.030770     1.000000     244109.000000     5915.540845     199.020736          b
2305   5.656854     5187.614679     119.955440     20.456346     2.000000     303404.000000     6633.009858     198.824078          b
391   5.656854     4580.196291     243.340629     43.998382     2.000000     417952.500000     21164.346023     1216.773657          b
2311   5.656854     7815.699146     165.071487     22.835355     2.000000     413395.500000     8597.644351     210.133925          b
2354   3.414214     9469.641482     196.320752     22.718520     0.500000     401811.000000     8279.716931     197.612787          b
2554   2.000000     4990.889721     109.285538     21.299950     2.000000     454004.000000     8987.982395     214.814213          b
2403   8261.419052     8261.419052     171.204892     22.797562     422895.500000     422895.500000     8625.435229     207.246151          b
2454   3.414214     8236.022082     169.585329     23.929323     5.000000     431841.500000     8716.081880     211.442747          b
2062   5.656854     8310.424103     186.196975     23.355978     2.000000     416771.500000     9176.336348     233.586809          b
2380   5.656854     7295.022960     154.118070     29.074730     2.000000     424180.500000     8694.200805     226.728571          b
2574   5.414214     7233.348861     146.110904     22.501249     1.500000     431771.000000     8509.192515     200.686286          b
2393   2.828427     6174.180254     130.928829     20.236273     410449.500000     410449.500000     8393.854530     203.396782          b
2451   3.414214     6315.746707     131.479176     20.117444     0.500000     436309.000000     8813.219002     205.379233          b
449   2.000000     3831.030648     183.438496     36.580070     0.500000     461457.500000     21751.181545     1090.094655          b
2098   2.828427     7821.973315     172.315321     21.500548     1.000000     416672.500000     9094.802317     225.232364          b
2101   5.414214     4162.203430     115.405833     21.083765     0.500000     224780.000000     5609.239463     209.289862          b
2732   2.828427     5708.033944     116.763679     23.411317     2.000000     450682.500000     8624.860989     202.533858          b
2090   4.000000     14192.509234     365.218572     46.821860     15.000000     415401.000000     9130.520976     297.268182          b
2105   4.000000     13691.825910     356.503078     43.280304     389222.500000     389222.500000     8547.644226     282.241093          b
2216   2.828427     16931.131928     411.291540     37.517731     9.000000     256363.500000     5655.968733     197.736688          b
2342   117.597979     14786.000780     348.325719     32.025582     353.000000     176796.500000     3972.245228     157.198548          b
1998   10.242641     19264.245837     476.469897     48.951522     4.500000     401176.000000     9030.546908     295.017017          b
2130   5.656854     22104.314269     489.577767     40.873658     1.000000     298803.500000     6493.914729     209.906338          b
2256   2.000000     16058.274944     391.904067     35.003807     0.500000     238503.500000     5338.903050     189.091534          b
444   4.000000     4731.093695     227.842494     40.133235     2.000000     453272.500000     21485.232213     1091.406532          b
2335   2.000000     13879.244299     340.947314     32.100431     4.000000     169095.000000     4049.966424     167.909636          b
2263   2.000000     14452.971341     349.184812     32.134395     4.000000     183246.500000     4292.304225     170.359037          b
2204   2.000000     18798.044828     408.080124     40.772608     13.500000     365814.000000     7792.949399     230.842559          b
2365   10.828427     15493.682022     327.768028     33.027914     4.000000     308102.500000     6383.710794     199.997886          b
2516   11005.585027     11005.585027     257.940699     29.745101     280744.000000     280744.000000     5742.129347     191.507750          b
2392   3.414214     10546.320085     281.716205     30.829402     49.500000     118067.500000     3466.868173     164.632316          b
2368   3.414214     13306.710244     292.795919     30.439753     0.500000     104628.000000     3005.696798     139.187711          b
2252   3.414214     13293.254401     296.907746     30.947432     0.500000     104607.000000     2785.797927     133.588588          b
2202   3.414214     9067.774719     236.516528     30.915557     0.500000     107021.500000     2838.880317     158.417802          b
2156   3.414214     10900.697722     318.299022     32.587367     0.500000     188387.000000     4349.341818     172.409091          b
341   5.656854     5891.416631     321.435920     50.356005     2.000000     446344.500000     24132.356008     1387.573314          b
2150   4.000000     29493.145779     639.204564     35.944246     0.000000     264049.500000     5698.794167     166.300698          b
2220   2.000000     15057.817012     348.881805     33.957400     27459.500000     283890.000000     6075.561163     198.649099          b
2217   13.071068     23582.232219     511.726107     37.255667     7.500000     344781.000000     7327.706170     206.754172          b
2264   5.656854     19490.291641     433.350816     38.585033     2.000000     268292.500000     5716.840285     196.659452          b
2166   2.000000     24571.873037     536.095468     35.416481     1.000000     293652.000000     6316.365745     184.915051          b
2128   2.000000     17350.803067     391.541953     40.049822     15890.500000     294577.500000     6407.974817     215.956532          b
1445   101.941125     17303.128962     615.785669     60.500531     212.000000     169839.000000     5055.455933     266.004152          b
1657   4.000000     17608.876215     473.925977     49.217823     0.500000     263910.500000     6639.993087     289.085094          b
1592   3.414214     21618.206621     551.153901     45.654280     0.500000     350494.500000     8801.671527     306.399183          b
1836   5.414214     24613.606010     606.784044     46.987957     1.500000     253604.500000     6210.209961     241.000545          b
290   5.656854     5803.551627     341.587183     53.355773     2.000000     446195.000000     26152.650823     1615.087931          b
1749   6.828427     19456.853040     481.831951     42.815890     1.500000     309328.000000     7437.366312     268.085763          b
1712   5.656854     18800.453985     463.784527     41.097486     1.000000     346302.500000     8387.458693     283.896904          b
1675   1137.200132     16907.426303     417.568360     36.549213     5384.000000     338540.500000     8276.222711     269.516716          b
1903   288.735061     15248.253523     356.889738     35.848085     835.000000     383091.000000     8782.241008     261.101156          b
1827   9808.474080     9808.474080     243.640000     31.748186     423025.000000     423025.000000     9899.256121     291.476190          b
1622   5.656854     11304.568655     290.038918     34.267481     2.000000     408572.500000     10147.107604     318.928792          b
1674   5.656854     6348.503191     230.769971     32.967170     2.000000     209878.500000     5628.649856     253.212067          b
1533   5.656854     9485.336998     254.632058     35.156027     2.000000     414096.000000     10576.598871     340.017286          b
1824   5.656854     17550.996933     419.520560     39.241934     2.000000     354673.000000     8320.416795     272.827851          b
1862   5.656854     8423.249565     212.415051     30.243942     2.000000     397477.000000     9225.396457     281.487916          b
360   2.000000     4796.459140     255.332045     43.163690     2.000000     457656.000000     24084.658597     1336.465278          b
1871   7.414214     8834.324808     244.124526     31.445542     2.500000     277192.500000     6780.150294     253.121593          b
1694   5.656854     20490.867320     502.946303     38.557092     10.500000     328365.000000     7982.769215     257.157910          b
1818   11950.011431     11950.011431     289.890557     31.042114     374177.000000     374177.000000     8783.363361     266.413366          b
1884   2.000000     8840.910594     248.493294     31.433471     26.000000     270973.000000     6634.887040     248.281582          b
1586   2.000000     9590.810088     252.344731     34.801801     5.000000     425171.500000     10675.972263     335.395334          b
1815   5.656854     8445.638515     277.597749     32.453727     2.000000     241472.500000     6427.862434     254.255096          b
1544   5.656854     12258.690580     317.928113     34.930158     401873.500000     401873.500000     10226.461141     322.046956          b
2759   53.355338     7441.288230     216.534259     28.343703     103.500000     115927.000000     2928.811333     133.349764          c
3255   2.000000     12063.336453     249.489501     30.022928     7508.500000     186246.500000     3384.163526     122.146697          c
3053   4.000000     10167.893680     200.622065     28.514516     21.500000     106560.000000     1943.979615     79.870783          c
3184   0.000000     8052.155324     172.362438     29.754733     0.000000     149874.000000     2705.473885     109.061244          c
4123   4.000000     18551.313939     290.883113     17.751821     299999.000000     299999.000000     4705.455082     98.694155          c
5124   2.000000     16643.607108     236.080887     16.976441     8.000000     368868.500000     5154.990785     92.546643          c
4560   27.899495     13344.575251     206.780512     17.999777     34.500000     356186.500000     5283.705764     107.000000          c
4904   2.000000     14710.534832     223.462954     18.167267     269892.500000     269892.500000     3913.517650     85.983381          c
4538   7.414214     14346.198828     224.568646     18.443330     1.500000     204051.000000     3127.662502     82.147752          c
4664   43.213203     9028.651918     189.392382     18.917806     79.500000     143589.500000     2463.748442     73.016617          c
2823   5.656854     3646.763622     72.060719     13.930103     2.000000     469283.000000     8831.681553     183.933404          c
2657   19.071068     17012.477160     341.669500     30.750407     18.500000     230018.000000     4488.701265     143.857546          c
1776   4296.025594     4296.025594     104.201523     14.652661     465516.500000     465516.500000     11043.099128     278.296171          c
1597   5.656854     3195.369618     87.345217     14.986422     2.000000     473514.500000     11846.585717     318.971822          c
2126   5.656854     3663.994070     88.255823     15.416993     2.000000     472212.000000     10243.640141     251.866416          c
2424   6.000000     13318.088760     276.990530     32.573729     20.000000     399896.000000     8123.537747     217.771246          c
2214   4.000000     14144.977270     312.563892     36.645563     13.000000     364413.500000     7750.027321     232.418699          c
2620   5.656854     5824.207604     131.148845     20.994698     2.000000     448735.000000     8774.839189     209.088359          c
1576   5.656854     7844.330740     207.453144     29.572450     2.000000     431005.500000     10855.668696     324.469543          c
1406   9.656854     6523.871599     190.814222     26.398806     1.000000     454159.500000     12116.484568     371.363087          c
1138   5.656854     4307.429702     128.820560     22.754086     3138.500000     462550.000000     13705.071983     436.359402          c
1615   3.414214     8046.146972     210.396558     26.722488     147.500000     413928.000000     10305.658980     305.058514          c
2647   42.142135     13565.362046     293.960561     30.488212     77.000000     195563.000000     3868.911394     136.930676          c
1680   8.828427     4338.150485     126.063775     20.224038     1.000000     468005.000000     11421.175568     310.219940          c
1361   2.828427     3378.631591     92.841952     19.803289     3138.000000     466770.000000     12647.454161     367.559882          c
1790   3.414214     6533.868630     158.254104     19.431850     0.500000     402326.000000     9516.859334     255.559218          c
1950   8.828427     4899.392246     112.386794     17.020111     2.000000     428530.500000     9701.693177     237.243333          c
2091   5.656854     3305.820409     73.628839     16.065220     2.000000     473852.500000     10359.768545     243.333812          c
2173   3.414214     8051.301300     174.272162     20.331531     0.500000     401509.500000     8611.323528     208.194432          c
2183   2.000000     3763.633679     82.480344     17.866039     471576.500000     471576.500000     10090.473034     236.556803          c
2217   17.071068     7915.644445     171.131628     22.223697     5.500000     370656.500000     7872.614092     200.253045          c
2035   5.656854     8138.951015     182.287747     25.120585     2.000000     394111.000000     8736.308450     231.293612          c
1200   9.414214     10004.651918     321.688092     44.054443     195776.500000     195776.500000     5699.453500     274.780417          c
2703   2.000000     21484.123366     422.436356     31.739850     240760.500000     240760.500000     4650.353718     135.802812          c
1832   4.000000     8980.103588     229.745477     31.165489     88.000000     310929.500000     7275.925012     239.997271          c
1927   2.000000     9750.801189     238.410760     32.475326     4.000000     235576.000000     5378.115279     190.591853          c
1775   2.000000     5071.289986     176.952151     33.235961     3.000000     64606.000000     2137.278355     147.254366          c
1572   2.000000     7772.942119     225.352511     36.914563     4.000000     42445.500000     1164.039884     107.022901          c
2748   5.656854     11165.903788     223.112518     26.310540     2.000000     360608.000000     6881.465367     178.668304          c
2479   3.414214     6444.358088     167.149296     29.899028     0.500000     237252.000000     4798.470223     167.202098          c
1865   3.414214     8276.044710     235.190708     35.017396     0.500000     39302.500000     1138.804399     102.280161          c
2492   25.899495     17069.783729     343.941307     25.288680     33.500000     312080.500000     6255.279822     159.747592          c
3807   9.656854     8102.362263     148.239697     19.988092     802.500000     407114.000000     6610.185066     142.428947          c
4891   10171.750336     10171.750336     156.227378     17.083143     396717.500000     396717.500000     5681.950989     106.341137          c
2434   2.000000     6881.173445     164.671954     30.519563     0.500000     65447.500000     1382.398308     89.869556          c
5378   4.000000     10698.063167     160.152724     16.359210     5423.500000     373724.500000     5102.413814     92.341391          c
3863   4.000000     20980.536703     339.846956     20.453263     69.500000     227247.000000     3658.638206     81.147813          c
4052   29.313708     19981.138526     319.806560     21.587419     18.000000     249107.500000     3919.213287     89.615252          c
1842   6.828427     3926.852266     170.933769     32.957653     2.000000     40681.500000     1351.353397     118.414495          c
1939   17.071068     7663.783617     226.449248     36.626147     9.500000     106841.000000     2617.442439     156.588963          c
1958   2656.230780     3348.369949     155.584258     30.619994     12833.500000     28820.000000     1075.560575     102.750000          c
2409   5.414214     12217.846118     293.579328     28.261101     0.500000     130585.500000     3020.633626     125.065587          c
2560   0.000000     21015.675539     418.518706     28.541465     0.000000     261512.000000     5170.673526     139.412891          c
2623   2.000000     17953.645771     361.715630     30.671332     5.000000     200418.500000     3974.294159     135.360465          c
2805   12.828427     22435.399618     431.405090     29.799106     6.000000     289137.000000     5497.752785     154.997326          c
2969   49.556349     9923.099746     211.216740     27.108260     79.500000     71423.000000     1423.237524     81.843718          c
2957   2.000000     22419.139733     419.446305     30.346056     322236.000000     322236.000000     5934.612647     154.407508          c
3089   107.154328     18628.145334     342.762537     28.599587     126.500000     363213.500000     6543.908253     163.452250          c
3817   7.414214     7199.263846     179.432307     22.148221     2.500000     101871.000000     1893.819055     84.760676          c
4404   2.000000     8044.831510     182.182401     19.440563     155.500000     102512.500000     2044.802290     82.318460          c
4368   2.000000     9814.031642     208.031031     18.526783     0.000000     201276.000000     3257.985381     97.197917          c
4439   149.982755     11099.787248     186.463211     17.743523     252.500000     224337.000000     3566.783545     99.212886          c
4447   11000.759563     11000.759563     171.453481     17.799533     437546.500000     437546.500000     6569.093703     125.040027          c
3864   5.414214     13803.521427     225.279320     19.348576     1.000000     362620.500000     5834.570859     119.195264          c
3264   4.000000     11064.101831     199.440805     20.861344     10640.500000     346125.500000     6061.712952     137.397365          c
3437   4.000000     9584.970679     171.286286     19.810711     1718.000000     363049.500000     6203.905743     137.752546          c
2786   2.000000     7784.172566     165.441434     26.527143     1.000000     50890.500000     1007.065651     68.623654          c
4413   2.000000     11639.030766     182.001114     17.592642     0.000000     395845.000000     5967.913945     115.898142          c
4159   2.000000     10283.196074     170.432331     18.665453     448.500000     396733.500000     6162.372958     127.657730          c
4035   4.828427     12510.113147     213.416300     19.860349     299458.000000     299458.000000     4729.385119     107.730112          c
4536   2.000000     7328.761321     172.674278     18.787739     204853.500000     204853.500000     3511.254216     100.417328          c
4781   16.485281     6163.620063     143.064426     18.413808     8.000000     158684.500000     3245.249225     98.028341          c
4814   11.656854     6212.490119     144.622523     18.421944     3431.500000     162541.000000     2975.387425     92.161716          c
2556   45.899495     5781.931682     176.630066     33.593829     33.500000     40774.500000     1023.350582     83.830595          c
2692   18.828427     9616.911801     212.739291     32.917966     12.000000     150376.500000     2945.656442     121.202637          c
2471   4.828427     7559.731878     253.135003     34.453061     1.000000     80398.500000     1910.120368     105.113314          c
2763   2.000000     12089.613585     248.577953     28.282718     8.500000     249306.000000     4850.705100     154.778321          c
2667   4.828427     4721.258461     113.834224     24.573032     6.500000     34353.500000     718.995104     58.244469          c
2848   2.000000     16044.333821     318.816962     36.032207     17.500000     293688.500000     5515.323588     156.535639          c
3150   6.828427     12888.230896     248.533619     32.107613     1.000000     367810.000000     6557.138406     160.616508          c
3252   2.000000     8675.388737     175.962230     28.058551     12665.000000     365387.500000     6420.802931     157.676507          c
2957   16901.953218     16901.953218     320.744463     35.134984     339829.000000     339829.000000     6250.509431     161.611092          c
2795   4.000000     13426.100072     264.885470     30.115221     7.500000     232460.500000     4410.623418     131.998927          c
1790   18.242641     17321.572621     428.587118     49.813746     8.500000     115216.500000     2746.247765     146.729609          c
1721   6.828427     24026.344039     584.843754     46.099196     1.000000     109308.000000     2645.948040     121.488088          c
1772   2.000000     18566.901812     489.704036     50.260272     3.500000     143055.000000     3498.526709     172.343679          c
1818   2.000000     22495.191468     545.149167     51.874162     12.500000     286829.500000     6739.868551     251.434268          c
1982   4.000000     14450.952885     372.809116     46.317490     3.500000     219411.500000     4968.520778     199.638496          c
3084   2.000000     14749.522640     282.753084     30.500973     38.500000     195400.000000     3555.115124     120.981355          c
2077   3.414214     13523.943657     329.747763     44.908393     11985.500000     300164.500000     6608.901375     239.078719          c
2415   3.414214     19484.076352     414.269922     42.083062     0.000000     317037.500000     6482.740074     216.308075          c
2785   2.000000     18903.993090     382.232912     34.520437     0.500000     163880.500000     3258.692289     128.269300          c
1953   4.000000     26858.329212     627.178959     50.168078     11.000000     326684.500000     7424.794777     259.668203          c
2406   0.000000     28559.820753     589.376359     40.886224     0.000000     255962.000000     5237.142493     172.202203          c
2602   4.000000     13685.195529     328.136228     37.009768     1.000000     187229.000000     4017.599969     167.578401          c
2243   7.414214     6541.419051     187.145623     35.346663     2.500000     34722.500000     1103.637619     102.194828          c
2165   8.000000     10447.896646     270.313339     36.153450     4.000000     74707.500000     1921.250115     129.007159          c
2121   2.000000     20365.217612     452.469766     36.384037     7.500000     164307.500000     3614.968086     143.468175          c
2292   2.000000     22156.615788     469.176187     33.034594     232.500000     252065.000000     5274.928609     160.084860          c
1007   5.656854     8024.673882     263.861924     48.423032     2.000000     426294.500000     13430.131989     553.081927          d
828   2.000000     8371.166305     302.706799     53.029474     2.000000     426919.000000     14830.616155     651.951087          d
1324   5.656854     3893.574803     110.755974     29.516833     2.000000     470449.500000     12923.242277     406.577795          d
826   2.000000     9409.680144     343.051129     57.896797     3.500000     404759.000000     14085.765069     658.377119          d
784   2.000000     10012.221335     364.525210     54.872778     410759.500000     410759.500000     14661.342161     654.639668          d
796   0.000000     10956.267136     395.159235     56.203970     0.000000     404865.000000     14342.127119     641.548367          d
665   5.656854     5635.697936     293.250836     59.029230     2.000000     444130.000000     17321.239978     889.342105          d
846   4.000000     7442.510327     270.700605     51.822608     446211.000000     446211.000000     15336.899821     671.419622          d
2285   2.000000     1878.334251     71.218031     22.154690     12.000000     18418.500000     454.188150     46.458206          d
2790   8.828427     3274.796355     96.845719     20.636655     4.000000     18927.500000     496.765418     45.652330          d
1843   2.000000     3312.837985     102.738480     21.739415     12.000000     11731.500000     346.040665     41.045849          d
3250   2.000000     5867.637305     126.967581     21.394508     8.500000     34105.000000     788.560854     52.179538          d
933   5327.708044     5327.708044     190.865381     45.190775     456595.000000     456595.000000     14942.231813     612.535370          d
3521   8.242641     2880.345565     86.091710     19.702987     0.000000     21157.000000     578.266198     47.279466          d
3411   4.000000     2918.972982     98.632682     19.508927     1.000000     20877.000000     576.333466     47.715626          d
3325   4.000000     3248.879616     102.768543     19.440724     0.000000     23371.000000     627.805010     49.410827          d
3109   75.112698     3163.624783     104.911931     19.551451     84.000000     23505.000000     614.544235     47.942747          d
2916   5.414214     3239.808548     97.574288     19.700476     1.000000     23395.500000     568.440498     48.004115          d
3228   2.000000     7235.479137     153.503132     19.596791     0.000000     52945.000000     1052.821851     54.746747          d
3168   2.000000     5856.022083     136.894324     20.704234     1.500000     48936.500000     996.220061     57.087121          d
3571   2.000000     5418.375333     138.157609     20.126181     11.500000     36921.500000     889.839073     56.877905          d
3337   12.000000     13671.943659     249.336334     27.342587     49.000000     427607.500000     7404.356378     170.763560          d
3209   12.000000     14419.795592     271.993903     29.262118     8.000000     397215.500000     7017.259015     173.774852          d
855   5.656854     11715.921028     409.207779     57.379865     387266.500000     387266.500000     13240.976269     596.561404          d
3750   2.000000     7659.134780     132.771276     22.619423     8.000000     446784.500000     7295.597513     151.414267          d
3736   0.000000     6872.295039     119.306831     21.300699     0.000000     462922.000000     7572.819464     152.879015          d
3789   23.071068     8084.077992     142.994917     22.470072     36.500000     444178.000000     7216.222424     150.479414          d
3712   5.414214     9511.736054     169.070234     23.986248     1.500000     418603.500000     6871.818154     149.882947          d
3603   5.656854     11349.276370     196.241266     24.252635     2.000000     399695.000000     6659.347203     148.018041          d
3591   4.000000     11178.465186     194.180644     23.941427     415705.500000     415705.500000     6937.736790     152.355472          d
3641   2.000000     8868.802950     157.214776     21.835318     453725.000000     453725.000000     7520.267208     156.595441          d
