id/name    minimPerim   maximPerim   deviatiePerim    mediePerim   minimArie   maximArie   deviatieArie    medieArie  tip 
0    5.656854     364.333040     36.369887     30.221373     2.000000     1402.000000     132.094944     64.902165          a
1    4.000000     296.492421     34.565257     29.079291     2.000000     1404.500000     116.038964     58.925652          a
2    2.000000     296.492421     33.438708     28.500538     1.000000     1403.500000     112.390649     56.451209          a
3    2.000000     323.806129     30.907941     28.084621     2.000000     1999.000000     112.388890     55.045166          a
4    5.656854     404.918827     31.735509     27.549422     2.000000     2090.500000     107.361101     51.565372          a
5    2.000000     404.090400     31.004526     27.025528     2.000000     2087.500000     103.730725     49.427611          a
6    5.656854     296.492421     30.297366     28.213346     2.000000     1202.500000     96.950405     54.461473          a
7    2.000000     333.019332     31.313513     27.982788     1.000000     1150.000000     96.696682     53.586302          a
8    2.000000     297.078207     30.345249     27.561364     1.500000     1204.000000     92.310642     50.779835          a
9    4.000000     297.622364     27.471076     25.778297     2.000000     1998.000000     97.955501     46.610923          a
10    5.656854     341.462983     38.536664     28.031675     2.000000     1417.500000     128.515421     58.466501          a
11    10.485281     396.433546     31.444919     27.681088     7.000000     2080.500000     104.483573     51.231284          a
12    2.000000     402.918827     30.248738     26.900685     1.500000     2086.500000     99.591434     48.846561          a
13    5.656854     406.333041     29.561229     26.768973     2.000000     2088.000000     95.710151     47.895612          a
14    2.000000     755.494509     47.261399     31.063101     2.000000     6643.000000     344.856697     87.462441          a
15    5.656854     755.494508     60.175944     33.491701     2.000000     6640.000000     409.760600     99.054745          a
16    2.000000     755.494509     48.811070     31.486846     2.000000     6643.000000     341.120388     87.575328          a
17    2.000000     182.894442     18.769749     14.663286     2.000000     409.000000     40.107736     18.905248          a
18    2.000000     133.781744     15.819959     13.590163     0.500000     407.000000     31.187716     15.850422          a
19    2.000000     171.823375     16.462183     14.320786     0.500000     350.000000     32.245218     17.091408          a
20    4.000000     184.894442     17.745154     13.317564     0.000000     474.000000     37.717940     16.267770          a
21    22.142135     586.641697     40.860829     27.519201     21.000000     2775.500000     145.296500     56.606703          a
22    2.000000     132.367531     16.911179     14.106048     2.000000     407.000000     33.687644     16.972805          a
23    5.656854     167.923880     17.593748     14.626296     2.000000     325.500000     33.842664     17.596470          a
24    5.656854     210.066015     18.144251     13.193260     2.000000     680.500000     40.630569     16.309030          a
25    5.656854     182.267026     17.366069     13.329535     2.000000     556.500000     36.590699     15.736403          a
26    4.000000     182.267026     17.963958     14.159886     2.000000     557.500000     37.345595     16.599777          a
27    2.000000     182.267026     18.124803     13.265098     10.500000     556.500000     40.786683     16.302688          a
28    0.000000     182.267026     16.290956     13.100538     0.000000     556.500000     32.393030     14.641419          a
29    2.000000     182.267026     16.286292     13.260490     1.000000     558.500000     32.983805     14.669608          a
30    2.000000     161.781744     18.478191     13.703234     2.000000     396.500000     39.003105     16.711722          a
31    2.000000     145.296463     16.559758     13.363650     0.000000     354.500000     31.252118     14.942424          a
32    40.970562     270.592926     34.310909     27.026024     74.000000     1302.000000     125.476834     55.643537          a
33    2.000000     145.296463     16.510275     13.633697     2.000000     497.500000     31.792814     15.141033          a
34    5.656854     431.487368     28.425761     18.193138     0.000000     1462.500000     76.426217     26.799671          a
35    5.656854     806.465070     35.591897     18.935497     2.000000     4633.000000     150.103616     31.162870          a
36    5.656854     806.465070     35.686982     18.329274     2.000000     4633.000000     155.344778     30.412866          a
