minimPerim   maximPerim   deviatiePerim    mediePerim   minimArie   maximArie   deviatieArie    medieArie  tip 
2.000000     19195.054052     754.482243     66.354681     1.500000     160463.000000     6152.224778     343.718615          a
2.000000     11337.699808     539.618678     72.840891     26.000000     227193.500000     10243.477603     613.587221          a
30.142135     16365.134896     721.365422     70.122317     56.000000     222668.000000     9684.948176     538.027410          a
2.000000     22034.473648     971.898778     71.068191     0.500000     271790.000000     11946.345375     594.060928          a
2.000000     20654.011548     930.742368     66.647030     117.500000     285327.500000     12814.953227     636.694949          a
2.000000     18115.871164     1041.368516     82.946745     0.000000     360611.500000     20682.381243     1250.518152          a
20.242641     13378.016813     595.711106     67.378149     11.500000     195794.500000     8229.754285     476.366725          a
2.000000     20119.678504     843.692592     72.598986     2.000000     213743.500000     8894.255626     469.309689          a
2.000000     17546.477163     842.404011     75.216126     19.000000     282935.000000     13463.754182     739.776644          a
2.000000     16625.938936     861.323670     71.093748     6.000000     340153.000000     17564.459225     967.354278          a
2.000000     5073.549871     187.353431     46.105100     5.500000     19662.000000     686.615777     114.292746          a
22764.345795     22764.345795     1023.270181     71.616778     286510.000000     286510.000000     12830.493881     641.385542          a
3.414214     18718.422463     984.925996     75.882527     0.500000     342445.000000     17950.354934     1000.815427          a
2.000000     29319.362824     1232.858681     72.150871     7.500000     275074.500000     11562.575528     527.312389          a
10.000000     14210.533615     1019.804669     103.454468     0.000000     312488.000000     22375.361138     1704.350515          a
85.455844     16375.997814     1154.087776     112.907465     264.000000     311758.000000     21937.173447     1685.950249          a
2.000000     13060.598422     1034.246552     110.155751     0.000000     346714.000000     27406.840587     2262.952830          a
4.828427     197.965510     17.825780     15.042604     1.000000     341.000000     26.927515     14.558483          a
2.000000     144.610172     14.752910     13.312252     12.500000     185.500000     18.459862     11.007042          a
0.000000     144.610172     14.128837     12.864782     0.000000     185.500000     17.521139     10.344815          a
2.000000     195.379723     19.835453     15.905463     11.000000     342.500000     30.753909     15.773952          a
16.828427     5148.076782     211.819432     48.006590     1.000000     19664.500000     774.654724     123.169298          a
2.000000     136.367531     15.668136     14.303964     16.000000     212.000000     20.763236     12.539093          a
2.000000     146.024385     14.899013     13.629980     25.000000     214.500000     19.631235     11.456476          a
4.828427     186.551296     20.164185     16.662200     1.000000     375.500000     31.610446     16.976751          a
0.000000     157.923880     16.807832     14.371883     0.000000     295.000000     23.582211     13.136755          a
2.000000     111.154328     13.675024     12.909438     8.000000     216.500000     18.011103     11.066234          a
0.000000     590.925967     25.329688     15.786453     0.000000     1995.000000     60.980536     17.095963          a
2.000000     191.480228     14.158212     12.296687     3.000000     352.000000     18.048376     9.871217          a
2.828427     89.497474     12.050714     11.285145     1.000000     110.500000     13.816078     8.578782          a
12.828427     589.754394     25.276551     15.484302     8.000000     1994.000000     61.301824     16.626259          a
6.000000     192.066015     13.881937     11.949768     2.000000     348.500000     17.656885     9.451098          a
4.000000     3423.499892     217.783751     46.221518     2.500000     16509.500000     877.169437     131.367210          a
3.414214     85.154328     11.696034     10.986499     6.000000     110.500000     13.565593     8.354507          a
