"1" "minimPerim1" "maximPerim1" "deviatiePerim1" "mediePerim1" "minimArie1" "maximArie1" "deviatieArie1" "medieArie1" "minimPerim2" "maximPerim2" "deviatiePerim2" "mediePerim2" "minimArie2" "maximArie2" "deviatieArie2" "medieArie2" "tip"
"125" "2.000000" "9584.676303" "250.998340" "31.340899" "1.000000" "110269.000000" "3082.106809" "154.202331" "12.485281" "9584.676303" "250.998340" "31.340899" "11.000000" "110269.000000" "3082.106809" "154.202331" "b"
"126" "2.000000" "4779.116325" "182.663560" "31.228929" "1.000000" "88010.500000" "2211.589754" "129.418861" "5.656854" "4779.116325" "182.663560" "31.228929" "2.000000" "88010.500000" "2211.589754" "129.418861" "b"
"127" "2.000000" "4461.954857" "181.306064" "31.313254" "1.000000" "69084.500000" "1941.307409" "122.823237" "0.000000" "4461.954857" "181.306064" "31.313254" "0.000000" "69084.500000" "1941.307409" "122.823237" "b"
"128" "5.656854" "9301.857978" "251.172906" "31.907809" "2.000000" "64311.500000" "2087.610345" "132.796991" "5.656854" "9301.857978" "251.172906" "31.907809" "2.000000" "64311.500000" "2087.610345" "132.796991" "b"
"129" "2.000000" "14618.478919" "367.504977" "34.380459" "52.000000" "150671.000000" "3473.231119" "148.841876" "2.000000" "14618.478919" "367.504977" "34.380459" "52.000000" "150671.000000" "3473.231119" "148.841876" "b"
"130" "2.000000" "6009.281635" "305.274733" "47.334249" "1.500000" "445600.000000" "22389.624390" "1203.127848" "2.000000" "6009.281635" "305.274733" "47.334249" "2.000000" "445600.000000" "22389.624390" "1203.127848" "b"
"131" "0.000000" "27328.998253" "615.124446" "38.106678" "0.000000" "185128.000000" "4160.497268" "146.917618" "0.000000" "27328.998253" "615.124446" "38.106678" "0.000000" "185128.000000" "4160.497268" "146.917618" "b"
"132" "3.414214" "15851.536917" "373.669884" "35.231864" "2.000000" "264930.000000" "5752.211711" "199.084326" "5.656854" "15851.536917" "373.669884" "35.231864" "2.000000" "264930.000000" "5752.211711" "199.084326" "b"
"133" "5.656854" "19637.193221" "496.130428" "39.175339" "2.000000" "194553.500000" "4601.952252" "176.802952" "5.414214" "19637.193221" "496.130428" "39.175339" "0.500000" "194553.500000" "4601.952252" "176.802952" "b"
"134" "5.656854" "20482.376110" "447.464892" "39.507967" "2.000000" "206601.000000" "4417.417984" "172.388467" "2.828427" "20482.376110" "447.464892" "39.507967" "2.000000" "206601.000000" "4417.417984" "172.388467" "b"
"135" "5.656854" "20643.589311" "485.580158" "37.945326" "1.000000" "230801.500000" "5224.584833" "188.689664" "5.656854" "20643.589311" "485.580158" "37.945326" "1.000000" "230801.500000" "5224.584833" "188.689664" "b"
"136" "2.000000" "23837.293183" "523.974882" "40.797630" "2.000000" "250665.500000" "5442.807427" "185.325363" "2.000000" "23837.293183" "523.974882" "40.797630" "2.000000" "250665.500000" "5442.807427" "185.325363" "b"
"137" "3.414214" "16556.369515" "492.438897" "60.978085" "0.500000" "137120.000000" "3738.415587" "232.797807" "2.000000" "16556.369515" "492.438897" "60.978085" "2.000000" "137120.000000" "3738.415587" "232.797807" "b"
"138" "2.000000" "21347.135556" "542.644807" "49.357321" "0.500000" "194615.000000" "4861.645513" "223.081765" "3.414214" "21347.135556" "542.644807" "49.357321" "0.500000" "194615.000000" "4861.645513" "223.081765" "b"
"139" "2.000000" "23051.757043" "567.131510" "44.506957" "2.000000" "292311.000000" "7092.529852" "247.775660" "2.000000" "23051.757043" "567.131510" "44.506957" "1.500000" "292311.000000" "7092.529852" "247.775660" "b"
"140" "2.000000" "11863.679598" "418.881428" "48.933022" "4.000000" "136909.500000" "3974.183069" "223.827910" "2.000000" "11863.679598" "418.881428" "48.933022" "4.000000" "136909.500000" "3974.183069" "223.827910" "b"
"141" "2.000000" "5889.634888" "321.594151" "49.035319" "2.000000" "445627.000000" "24200.030150" "1390.019231" "2.000000" "5889.634888" "321.594151" "49.035319" "2.000000" "445627.000000" "24200.030150" "1390.019231" "b"
"142" "5.414214" "17178.587773" "427.371081" "43.738805" "1.500000" "244377.500000" "5811.177725" "224.962507" "5.656854" "17178.587773" "427.371081" "43.738805" "2.000000" "244377.500000" "5811.177725" "224.962507" "b"
"143" "2.000000" "16765.166420" "411.989877" "42.107962" "1.000000" "280121.500000" "6693.459561" "238.153759" "4.828427" "16765.166420" "411.989877" "42.107962" "1.000000" "280121.500000" "6693.459561" "238.153759" "b"
"144" "5.414214" "15521.113475" "376.460168" "36.758872" "1.500000" "307708.500000" "7317.930185" "242.811688" "5.414214" "15521.113475" "376.460168" "36.758872" "1.500000" "307708.500000" "7317.930185" "242.811688" "b"
"145" "5.656854" "12856.556794" "301.317197" "36.178514" "2.000000" "353911.500000" "7935.166347" "244.279006" "5.656854" "12856.556794" "301.317197" "36.178514" "2.000000" "353911.500000" "7935.166347" "244.279006" "b"
"146" "5.656854" "9644.415206" "235.302827" "32.060409" "1.500000" "417835.000000" "9476.237522" "279.068859" "5.656854" "9644.415206" "235.302827" "32.060409" "1.500000" "417835.000000" "9476.237522" "279.068859" "b"
"147" "2.000000" "15043.105125" "367.648599" "34.843592" "2.000000" "387297.500000" "9312.623449" "284.013584" "2.000000" "15043.105125" "367.648599" "34.843592" "1.500000" "387297.500000" "9312.623449" "284.013584" "b"
"148" "5.656854" "11160.548447" "302.230840" "32.241339" "2.000000" "171731.500000" "4461.026851" "189.581887" "5.656854" "11160.548447" "302.230840" "32.241339" "2.000000" "171731.500000" "4461.026851" "189.581887" "b"
"149" "2.000000" "10916.693544" "278.576527" "35.416370" "2.000000" "390057.000000" "9582.375871" "308.312726" "5.656854" "10916.693544" "278.576527" "35.416370" "2.000000" "390057.000000" "9582.375871" "308.312726" "b"
"150" "5.656854" "16811.845573" "401.916232" "40.248333" "2.000000" "292930.000000" "6791.157620" "232.763130" "5.656854" "16811.845573" "401.916232" "40.248333" "2.000000" "292930.000000" "6791.157620" "232.763130" "b"
"151" "5.656854" "9076.584692" "220.792680" "30.804258" "1.000000" "391156.500000" "8784.116302" "266.221719" "3.414214" "9076.584692" "220.792680" "30.804258" "0.500000" "391156.500000" "8784.116302" "266.221719" "b"
"152" "5.656854" "4824.015488" "238.060957" "40.275257" "2.000000" "457281.500000" "22258.065893" "1148.250594" "2.000000" "4824.015488" "238.060957" "40.275257" "2.000000" "457281.500000" "22258.065893" "1148.250594" "b"
"153" "5.656854" "9678.370610" "259.413919" "31.307511" "2.000000" "269242.000000" "6292.153621" "227.079607" "5.656854" "9678.370610" "259.413919" "31.307511" "2.000000" "269242.000000" "6292.153621" "227.079607" "b"
"154" "2.000000" "17506.026370" "427.241529" "39.035572" "2.000000" "282330.000000" "6725.525540" "230.068722" "4.000000" "17506.026370" "427.241529" "39.035572" "2.000000" "282330.000000" "6725.525540" "230.068722" "b"
"155" "5.656854" "10472.887418" "253.150804" "31.122841" "2.000000" "354062.500000" "8013.341430" "248.596429" "2.828427" "10472.887418" "253.150804" "31.122841" "2.000000" "354062.500000" "8013.341430" "248.596429" "b"
"156" "2.000000" "9185.326891" "253.800560" "31.139731" "6.000000" "263430.000000" "6143.618714" "222.205583" "2.000000" "9185.326891" "253.800560" "31.139731" "6.000000" "263430.000000" "6143.618714" "222.205583" "b"
"157" "2.000000" "12232.503847" "306.073270" "35.724421" "2.000000" "404400.500000" "9857.811710" "307.727273" "5.656854" "12232.503847" "306.073270" "35.724421" "2.000000" "404400.500000" "9857.811710" "307.727273" "b"
"158" "2.000000" "8883.319753" "265.804846" "32.497112" "2.000000" "234631.500000" "5848.376957" "228.877993" "2.000000" "8883.319753" "265.804846" "32.497112" "4.000000" "234631.500000" "5848.376957" "228.877993" "b"
"159" "2.000000" "13523.721226" "336.785619" "35.098424" "2.000000" "389872.000000" "9520.529805" "293.872689" "5.656854" "13523.721226" "336.785619" "35.098424" "2.000000" "389872.000000" "9520.529805" "293.872689" "b"
"160" "5.656854" "11069.304926" "271.580170" "29.083679" "2.000000" "88641.500000" "2409.026515" "110.453976" "5.656854" "11069.304926" "271.580170" "29.083679" "2.000000" "88641.500000" "2409.026515" "110.453976" "c"
"161" "5.656854" "12727.382258" "254.227322" "30.564975" "2.000000" "158427.000000" "2881.470305" "112.433661" "5.656854" "12727.382258" "254.227322" "30.564975" "2.000000" "158427.000000" "2881.470305" "112.433661" "c"
"162" "12.242641" "6306.916524" "159.780675" "27.469670" "3.500000" "42988.500000" "1008.504108" "65.193691" "12.242641" "6306.916524" "159.780675" "27.469670" "3.500000" "42988.500000" "1008.504108" "65.193691" "c"
"163" "5.656854" "11971.166970" "227.445226" "29.566195" "2.000000" "117692.000000" "2129.261637" "89.620253" "5.656854" "11971.166970" "227.445226" "29.566195" "2.000000" "117692.000000" "2129.261637" "89.620253" "c"
"164" "2.000000" "16449.381710" "257.457885" "18.400329" "2.000000" "253198.500000" "3936.674077" "92.312072" "5.656854" "16449.381710" "257.457885" "18.400329" "2.000000" "253198.500000" "3936.674077" "92.312072" "c"
"165" "0.000000" "21151.635119" "303.290274" "17.941580" "0.000000" "328055.000000" "4655.610505" "86.090927" "0.000000" "21151.635119" "303.290274" "17.941580" "0.000000" "328055.000000" "4655.610505" "86.090927" "c"
"166" "5.656854" "25123.018474" "370.595027" "18.260565" "2.000000" "278748.000000" "4100.991036" "77.665729" "2.828427" "25123.018474" "370.595027" "18.260565" "2.000000" "278748.000000" "4100.991036" "77.665729" "c"
"167" "2.000000" "15146.566353" "233.484835" "18.545278" "2.000000" "243793.000000" "3559.060338" "81.237547" "5.656854" "15146.566353" "233.484835" "18.545278" "2.000000" "243793.000000" "3559.060338" "81.237547" "c"
"168" "5.656854" "16892.436747" "260.978749" "18.763174" "1.500000" "164625.000000" "2560.080757" "71.233163" "5.656854" "16892.436747" "260.978749" "18.763174" "2.000000" "164625.000000" "2560.080757" "71.233163" "c"
"169" "5.656854" "8992.825580" "180.728527" "19.225264" "2.000000" "132223.000000" "2237.002362" "70.120697" "5.656854" "8992.825580" "180.728527" "19.225264" "2.000000" "132223.000000" "2237.002362" "70.120697" "c"
"170" "5.656854" "3860.368742" "72.646442" "14.330129" "2.000000" "468501.500000" "8345.774923" "167.039511" "5.656854" "3860.368742" "72.646442" "14.330129" "2.000000" "468501.500000" "8345.774923" "167.039511" "c"
"171" "2.000000" "10645.702775" "276.738351" "30.895755" "0.500000" "115404.000000" "2944.113799" "133.827198" "2.000000" "10645.702775" "276.738351" "30.895755" "2.000000" "115404.000000" "2944.113799" "133.827198" "c"
"172" "5.656854" "4324.795146" "98.571167" "14.716806" "2.000000" "464799.500000" "10318.708556" "245.809665" "5.656854" "4324.795146" "98.571167" "14.716806" "2.000000" "464799.500000" "10318.708556" "245.809665" "c"
"173" "5.656854" "3263.352373" "82.755719" "14.740091" "2.000000" "473302.000000" "10897.269242" "273.195122" "5.656854" "3263.352373" "82.755719" "14.740091" "2.000000" "473302.000000" "10897.269242" "273.195122" "c"
"174" "5.656854" "4667.561733" "103.532293" "15.575315" "2.000000" "465400.000000" "9560.578013" "223.759173" "5.656854" "4667.561733" "103.532293" "15.575315" "2.000000" "465400.000000" "9560.578013" "223.759173" "c"
"175" "2.000000" "14703.528568" "310.398680" "34.024473" "15.000000" "384234.000000" "7844.164580" "215.903414" "4.000000" "14703.528568" "310.398680" "34.024473" "15.000000" "384234.000000" "7844.164580" "215.903414" "c"
"176" "5.656854" "18693.247926" "410.068107" "38.166397" "2.000000" "334948.500000" "7201.325815" "220.256694" "5.656854" "18693.247926" "410.068107" "38.166397" "2.000000" "334948.500000" "7201.325815" "220.256694" "c"
"177" "4.828427" "6417.819862" "142.917118" "22.535067" "1.000000" "446703.000000" "8811.845004" "215.276311" "5.656854" "6417.819862" "142.917118" "22.535067" "2.000000" "446703.000000" "8811.845004" "215.276311" "c"
"178" "5.656854" "7925.485062" "207.730185" "30.197053" "2.000000" "428660.000000" "10571.887645" "314.647506" "5.656854" "7925.485062" "207.730185" "30.197053" "2.000000" "428660.000000" "10571.887645" "314.647506" "c"
"179" "2.000000" "6508.582273" "183.968236" "26.586468" "1.000000" "451980.500000" "11564.325468" "345.098757" "4.000000" "6508.582273" "183.968236" "26.586468" "1.000000" "451980.500000" "11564.325468" "345.098757" "c"
"180" "2.000000" "4490.993192" "123.948672" "23.141757" "2.000000" "461014.000000" "12546.759684" "374.380652" "5.656854" "4490.993192" "123.948672" "23.141757" "2.000000" "461014.000000" "12546.759684" "374.380652" "c"
"181" "3.414214" "8743.741984" "217.500349" "26.150627" "1.000000" "410956.500000" "9779.666525" "279.125000" "5.656854" "8743.741984" "217.500349" "26.150627" "2.000000" "410956.500000" "9779.666525" "279.125000" "c"
"182" "2.000000" "10066.097656" "260.606919" "30.646946" "2.000000" "76738.500000" "1784.996043" "100.666033" "2.828427" "10066.097656" "260.606919" "30.646946" "2.000000" "76738.500000" "1784.996043" "100.666033" "c"
"183" "5.656854" "4398.902791" "123.097513" "20.480629" "2.000000" "467659.500000" "10920.975441" "287.289101" "5.656854" "4398.902791" "123.097513" "20.480629" "2.000000" "467659.500000" "10920.975441" "287.289101" "c"
"184" "2.000000" "3606.496596" "92.073957" "19.876025" "2.000000" "466098.500000" "11688.747400" "318.584330" "5.656854" "3606.496596" "92.073957" "19.876025" "2.000000" "466098.500000" "11688.747400" "318.584330" "c"
"185" "5.414214" "6503.123464" "147.669385" "18.889239" "1.500000" "401138.000000" "8890.871145" "226.103727" "5.656854" "6503.123464" "147.669385" "18.889239" "1.500000" "401138.000000" "8890.871145" "226.103727" "c"
"186" "4.828427" "5125.240007" "110.602963" "16.921601" "1.000000" "427683.500000" "9109.840588" "211.475715" "5.656854" "5125.240007" "110.602963" "16.921601" "2.000000" "427683.500000" "9109.840588" "211.475715" "c"
"187" "5.656854" "3311.862039" "69.934107" "16.190355" "2.000000" "473735.000000" "9753.475738" "218.317006" "5.656854" "3311.862039" "69.934107" "16.190355" "2.000000" "473735.000000" "9753.475738" "218.317006" "c"
"188" "2.000000" "8282.462769" "170.229276" "19.973523" "1.500000" "400062.500000" "8140.945435" "188.774441" "5.656854" "8282.462769" "170.229276" "19.973523" "1.500000" "400062.500000" "8140.945435" "188.774441" "c"
"189" "5.656854" "4138.493630" "87.052422" "18.202135" "2.000000" "470228.000000" "9638.426249" "218.851828" "5.656854" "4138.493630" "87.052422" "18.202135" "2.000000" "470228.000000" "9638.426249" "218.851828" "c"
"190" "5.656854" "8175.391700" "169.528003" "22.044051" "2.000000" "369155.000000" "7512.546173" "185.178882" "5.656854" "8175.391700" "169.528003" "22.044051" "2.000000" "369155.000000" "7512.546173" "185.178882" "c"
"191" "5.656854" "8318.472871" "180.664189" "25.271817" "2.000000" "392377.500000" "8438.491099" "219.700278" "5.656854" "8318.472871" "180.664189" "25.271817" "2.000000" "392377.500000" "8438.491099" "219.700278" "c"
"192" "2.000000" "8600.054815" "289.989631" "45.316493" "2.000000" "152630.500000" "4520.164058" "243.947979" "5.656854" "8600.054815" "289.989631" "45.316493" "1.000000" "152630.500000" "4520.164058" "243.947979" "c"
"193" "2.000000" "19820.791201" "393.825595" "32.296876" "2.000000" "188230.500000" "3674.350129" "124.221971" "5.656854" "19820.791201" "393.825595" "32.296876" "2.000000" "188230.500000" "3674.350129" "124.221971" "c"
"194" "2.000000" "14501.616002" "350.158923" "31.917572" "2.000000" "253670.000000" "5952.539074" "202.476974" "5.656854" "14501.616002" "350.158923" "31.917572" "2.000000" "253670.000000" "5952.539074" "202.476974" "c"
"195" "5.656854" "10544.888626" "269.539067" "32.522679" "2.000000" "142228.000000" "3370.392970" "150.735142" "5.656854" "10544.888626" "269.539067" "32.522679" "2.000000" "142228.000000" "3370.392970" "150.735142" "c"
"196" "5.656854" "5401.973312" "180.876967" "33.069227" "2.000000" "50543.500000" "1657.789255" "120.841520" "5.656854" "5401.973312" "180.876967" "33.069227" "2.000000" "50543.500000" "1657.789255" "120.841520" "c"
"197" "5.656854" "2114.483526" "113.695399" "35.884412" "2.000000" "10695.000000" "506.481573" "92.850101" "5.656854" "2114.483526" "113.695399" "35.884412" "2.000000" "10695.000000" "506.481573" "92.850101" "c"
"198" "5.656854" "12045.613586" "245.952019" "27.554388" "2.000000" "334374.000000" "6426.307792" "180.252395" "2.000000" "12045.613586" "245.952019" "27.554388" "2.000000" "334374.000000" "6426.307792" "180.252395" "c"
"199" "2.000000" "9488.201128" "220.961157" "30.675461" "2.000000" "222319.500000" "4520.538790" "159.685481" "0.000000" "9488.201128" "220.961157" "30.675461" "0.000000" "222319.500000" "4520.538790" "159.685481" "c"
"200" "4.000000" "3533.874562" "143.426365" "32.713739" "2.000000" "15431.000000" "592.303840" "81.153908" "4.000000" "3533.874562" "143.426365" "32.713739" "2.000000" "15431.000000" "592.303840" "81.153908" "c"
"201" "5.656854" "13112.134565" "266.154669" "25.033335" "2.000000" "240077.500000" "4779.974361" "143.985818" "2.000000" "13112.134565" "266.154669" "25.033335" "2.000000" "240077.500000" "4779.974361" "143.985818" "c"
"202" "5.656854" "8949.964415" "172.524699" "21.480448" "2.000000" "393864.000000" "6445.529272" "144.485494" "5.656854" "8949.964415" "172.524699" "21.480448" "2.000000" "393864.000000" "6445.529272" "144.485494" "c"
"203" "4.000000" "16610.438500" "239.329692" "18.094595" "2.000000" "356018.000000" "5057.307468" "93.808266" "5.656854" "16610.438500" "239.329692" "18.094595" "2.000000" "356018.000000" "5057.307468" "93.808266" "c"
"204" "2.000000" "4397.410702" "124.650441" "29.012333" "1.000000" "42025.500000" "931.187247" "78.792693" "2.000000" "4397.410702" "124.650441" "29.012333" "1.000000" "42025.500000" "931.187247" "78.792693" "c"
"205" "5.656854" "16042.313614" "226.392928" "17.546410" "2.000000" "290979.500000" "4012.896107" "81.466479" "5.656854" "16042.313614" "226.392928" "17.546410" "2.000000" "290979.500000" "4012.896107" "81.466479" "c"
"206" "2.000000" "14294.718597" "259.805670" "21.161856" "2.000000" "111651.000000" "2106.372501" "69.827470" "5.656854" "14294.718597" "259.805670" "21.161856" "2.000000" "111651.000000" "2106.372501" "69.827470" "c"
"207" "2.000000" "11168.449154" "249.246061" "22.565793" "0.500000" "127412.000000" "2402.205864" "80.623762" "5.656854" "11168.449154" "249.246061" "22.565793" "2.000000" "127412.000000" "2402.205864" "80.623762" "c"
"208" "20.727922" "3302.997368" "135.924286" "30.381767" "7.500000" "37930.500000" "1156.470116" "102.876111" "20.727922" "3302.997368" "135.924286" "30.381767" "7.500000" "37930.500000" "1156.470116" "102.876111" "c"
"209" "0.000000" "9829.272195" "251.301495" "35.990190" "0.000000" "96703.000000" "2312.531813" "134.228972" "0.000000" "9829.272195" "251.301495" "35.990190" "0.000000" "96703.000000" "2312.531813" "134.228972" "c"
"210" "5.656854" "3176.245059" "125.550939" "28.424430" "2.000000" "25876.000000" "894.200659" "86.708291" "5.656854" "3176.245059" "125.550939" "28.424430" "2.000000" "25876.000000" "894.200659" "86.708291" "c"
"211" "6.242641" "9231.407192" "253.786094" "29.162822" "2.500000" "99508.500000" "2404.613221" "118.350756" "6.242641" "9231.407192" "253.786094" "29.162822" "2.500000" "99508.500000" "2404.613221" "118.350756" "c"
"212" "5.656854" "20824.930372" "417.030900" "29.457568" "2.000000" "221805.000000" "4398.945176" "131.426753" "4.828427" "20824.930372" "417.030900" "29.457568" "1.000000" "221805.000000" "4398.945176" "131.426753" "c"
"213" "3.414214" "18682.821517" "372.004743" "30.289829" "0.500000" "153130.500000" "3040.324435" "115.470838" "5.656854" "18682.821517" "372.004743" "30.289829" "2.000000" "153130.500000" "3040.324435" "115.470838" "c"
"214" "2.000000" "19464.534284" "386.287427" "30.091283" "0.500000" "216431.000000" "4128.178328" "135.372852" "5.656854" "19464.534284" "386.287427" "30.091283" "2.000000" "216431.000000" "4128.178328" "135.372852" "c"
"215" "5.656854" "7077.381597" "165.868528" "26.624647" "2.000000" "51511.000000" "1073.350157" "74.992950" "5.656854" "7077.381597" "165.868528" "26.624647" "2.000000" "51511.000000" "1073.350157" "74.992950" "c"
"216" "3.414214" "22961.161152" "435.416533" "30.705577" "0.500000" "237877.500000" "4385.205293" "128.650991" "5.656854" "22961.161152" "435.416533" "30.705577" "1.000000" "237877.500000" "4385.205293" "128.650991" "c"
"217" "5.656854" "24566.292305" "453.220717" "29.673906" "2.000000" "310978.500000" "5657.399215" "146.568818" "5.656854" "24566.292305" "453.220717" "29.673906" "2.000000" "310978.500000" "5657.399215" "146.568818" "c"
"218" "5.414214" "5089.373246" "161.358755" "22.797100" "1.500000" "85934.000000" "1610.711545" "78.817355" "4.000000" "5089.373246" "161.358755" "22.797100" "1.000000" "85934.000000" "1610.711545" "78.817355" "c"
"219" "5.656854" "7273.513625" "146.596907" "19.972709" "2.000000" "95385.000000" "1721.590289" "73.034382" "5.656854" "7273.513625" "146.596907" "19.972709" "2.000000" "95385.000000" "1721.590289" "73.034382" "c"
"220" "4.000000" "5586.569203" "134.799799" "18.975054" "0.000000" "167617.000000" "2628.145777" "86.170908" "4.000000" "5586.569203" "134.799799" "18.975054" "0.000000" "167617.000000" "2628.145777" "86.170908" "c"
"221" "5.656854" "6334.330739" "146.610051" "18.268670" "2.000000" "214816.500000" "3276.709314" "90.373188" "4.000000" "6334.330739" "146.610051" "18.268670" "1.000000" "214816.500000" "3276.709314" "90.373188" "c"
"222" "5.414214" "15493.113474" "229.612775" "18.320091" "1.500000" "415899.500000" "6034.104799" "113.481952" "5.656854" "15493.113474" "229.612775" "18.320091" "2.000000" "415899.500000" "6034.104799" "113.481952" "c"
"223" "17.656854" "14588.010885" "237.643141" "20.225568" "11.000000" "338604.500000" "5387.004737" "114.835693" "17.656854" "14588.010885" "237.643141" "20.225568" "11.000000" "338604.500000" "5387.004737" "114.835693" "c"
"224" "4.000000" "14301.733753" "257.660830" "22.514176" "16.500000" "313129.000000" "5515.917944" "131.447800" "4.000000" "14301.733753" "257.660830" "22.514176" "16.500000" "313129.000000" "5515.917944" "131.447800" "c"
"225" "5.414214" "12807.531537" "224.348140" "21.062445" "1.500000" "331928.500000" "5611.209288" "128.822617" "5.414214" "12807.531537" "224.348140" "21.062445" "1.500000" "331928.500000" "5611.209288" "128.822617" "c"
"226" "5.414214" "7469.604023" "155.809876" "25.711832" "0.500000" "42964.500000" "851.862853" "61.975229" "5.414214" "7469.604023" "155.809876" "25.711832" "0.500000" "42964.500000" "851.862853" "61.975229" "c"
"227" "5.656854" "20357.630950" "301.273825" "18.314716" "2.000000" "358180.000000" "5265.732622" "98.846659" "2.000000" "20357.630950" "301.273825" "18.314716" "2.000000" "358180.000000" "5265.732622" "98.846659" "c"
"228" "2.000000" "13587.403678" "220.046814" "19.409013" "2.000000" "356427.500000" "5430.989226" "115.315978" "5.656854" "13587.403678" "220.046814" "19.409013" "2.000000" "356427.500000" "5430.989226" "115.315978" "c"
"229" "2.000000" "10308.170811" "188.903396" "20.794199" "2.000000" "236329.500000" "3815.375695" "103.605856" "5.656854" "10308.170811" "188.903396" "20.794199" "2.000000" "236329.500000" "3815.375695" "103.605856" "c"
"230" "2.000000" "8052.716725" "163.245065" "20.267345" "1.000000" "194578.500000" "3232.011949" "97.012198" "5.656854" "8052.716725" "163.245065" "20.267345" "2.000000" "194578.500000" "3232.011949" "97.012198" "c"
"231" "5.656854" "5846.551959" "141.781795" "19.829236" "2.000000" "154734.500000" "2882.702984" "94.515823" "5.656854" "5846.551959" "141.781795" "19.829236" "2.000000" "154734.500000" "2882.702984" "94.515823" "c"
"232" "5.656854" "6008.566240" "156.183292" "19.638697" "17.000000" "118906.500000" "2476.812246" "85.970109" "5.656854" "6008.566240" "156.183292" "19.638697" "17.000000" "118906.500000" "2476.812246" "85.970109" "c"
"233" "3.414214" "4693.376211" "131.946079" "32.067397" "0.500000" "23087.500000" "690.171556" "74.059446" "3.414214" "4693.376211" "131.946079" "32.067397" "0.500000" "23087.500000" "690.171556" "74.059446" "c"
"234" "18.828427" "8797.535044" "195.556856" "33.101001" "12.000000" "132126.500000" "2598.344823" "111.761547" "18.828427" "8797.535044" "195.556856" "33.101001" "12.000000" "132126.500000" "2598.344823" "111.761547" "c"
"235" "3.414214" "3492.168939" "153.753311" "32.790398" "0.500000" "30772.000000" "1033.286576" "89.974815" "3.414214" "3492.168939" "153.753311" "32.790398" "0.500000" "30772.000000" "1033.286576" "89.974815" "c"
"236" "2.000000" "9553.951345" "201.745286" "28.771787" "7.000000" "201605.500000" "3958.886123" "146.788944" "2.000000" "9553.951345" "201.745286" "28.771787" "7.000000" "201605.500000" "3958.886123" "146.788944" "c"
"237" "5.656854" "4972.277792" "114.780263" "24.268691" "2.000000" "28572.500000" "606.455554" "53.399097" "5.656854" "4972.277792" "114.780263" "24.268691" "2.000000" "28572.500000" "606.455554" "53.399097" "c"
"238" "2.000000" "16652.722767" "328.379708" "37.189848" "5.000000" "270000.000000" "5120.958192" "152.152439" "2.000000" "16652.722767" "328.379708" "37.189848" "5.000000" "270000.000000" "5120.958192" "152.152439" "c"
"239" "5.414214" "17025.416200" "320.322814" "34.711509" "2.000000" "348284.500000" "6375.369504" "162.353099" "5.414214" "17025.416200" "320.322814" "34.711509" "2.000000" "348284.500000" "6375.369504" "162.353099" "c"
"240" "5.656854" "11483.768788" "215.547614" "30.212400" "2.000000" "356324.500000" "6377.125378" "161.559208" "5.656854" "11483.768788" "215.547614" "30.212400" "2.000000" "356324.500000" "6377.125378" "161.559208" "c"
"241" "5.656854" "11890.358747" "257.195783" "37.796960" "2.000000" "294071.000000" "5587.734924" "165.173264" "5.656854" "11890.358747" "257.195783" "37.796960" "2.000000" "294071.000000" "5587.734924" "165.173264" "c"
"242" "2.000000" "10474.180915" "216.900621" "31.013232" "2.000000" "203015.500000" "3889.132174" "125.442966" "3.414214" "10474.180915" "216.900621" "31.013232" "2.000000" "203015.500000" "3889.132174" "125.442966" "c"
"243" "3.414214" "14603.341839" "357.197924" "45.640756" "7.500000" "85644.000000" "1992.282235" "119.518296" "5.656854" "14603.341839" "357.197924" "45.640756" "7.500000" "85644.000000" "1992.282235" "119.518296" "c"
"244" "3.414214" "12692.865452" "378.830567" "41.376335" "0.500000" "48377.500000" "1302.820242" "87.156789" "7.656854" "12692.865452" "378.830567" "41.376335" "4.000000" "48377.500000" "1302.820242" "87.156789" "c"
"245" "21.071068" "13025.362048" "356.338947" "46.680636" "30.500000" "103337.000000" "2512.731368" "144.546958" "21.071068" "13025.362048" "356.338947" "46.680636" "30.500000" "103337.000000" "2512.731368" "144.546958" "c"
"246" "2.000000" "27031.337231" "641.230350" "51.532607" "2.000000" "248991.000000" "5826.993782" "217.292417" "2.000000" "27031.337231" "641.230350" "51.532607" "1.500000" "248991.000000" "5826.993782" "217.292417" "c"
"247" "3.414214" "15494.998690" "378.922107" "45.858476" "2.000000" "204755.000000" "4620.843648" "188.813474" "5.656854" "15494.998690" "378.922107" "45.858476" "2.000000" "204755.000000" "4620.843648" "188.813474" "c"
"248" "2.000000" "17106.682350" "326.281313" "31.430574" "2.000000" "153163.000000" "2834.576371" "106.009853" "5.656854" "17106.682350" "326.281313" "31.430574" "2.000000" "153163.000000" "2834.576371" "106.009853" "c"
"249" "2.000000" "17022.355238" "402.492116" "45.338514" "2.000000" "277620.000000" "6138.433172" "225.868638" "5.656854" "17022.355238" "402.492116" "45.338514" "2.000000" "277620.000000" "6138.433172" "225.868638" "c"
"250" "2.000000" "16874.580630" "402.607031" "43.828198" "0.000000" "245905.000000" "5185.315338" "202.773512" "2.000000" "16874.580630" "402.607031" "43.828198" "0.000000" "245905.000000" "5185.315338" "202.773512" "c"
"251" "2.000000" "11278.770872" "282.913802" "35.003287" "1.000000" "78533.000000" "2013.588019" "117.950166" "2.000000" "11278.770872" "282.913802" "35.003287" "1.000000" "78533.000000" "2013.588019" "117.950166" "c"
