"1" "minimPerim1" "maximPerim1" "deviatiePerim1" "mediePerim1" "minimArie1" "maximArie1" "deviatieArie1" "medieArie1" "minimPerim2" "maximPerim2" "deviatiePerim2" "mediePerim2" "minimArie2" "maximArie2" "deviatieArie2" "medieArie2" "tip"
"252" "2.000000" "16277.999027" "521.980413" "50.950460" "2.000000" "142058.500000" "4290.442533" "222.445545" "2.000000" "16277.999027" "521.980413" "50.950460" "2.000000" "142058.500000" "4290.442533" "222.445545" "c"
"253" "0.000000" "22431.982442" "515.713780" "41.989362" "0.000000" "125574.000000" "2940.192012" "135.866466" "0.000000" "22431.982442" "515.713780" "41.989362" "0.000000" "125574.000000" "2940.192012" "135.866466" "c"
"254" "2.000000" "15108.000777" "375.846364" "38.308707" "1.000000" "164400.500000" "3519.649204" "150.040345" "2.000000" "15108.000777" "375.846364" "38.308707" "1.000000" "164400.500000" "3519.649204" "150.040345" "c"
"255" "2.000000" "4192.332491" "161.993992" "35.901758" "2.000000" "24318.500000" "802.235241" "91.702353" "2.000000" "4192.332491" "161.993992" "35.901758" "2.000000" "24318.500000" "802.235241" "91.702353" "c"
"256" "4.000000" "9920.191022" "241.640726" "35.536476" "2.000000" "57558.500000" "1490.532389" "117.146802" "4.000000" "9920.191022" "241.640726" "35.536476" "2.000000" "57558.500000" "1490.532389" "117.146802" "c"
"257" "5.656854" "15898.240457" "353.469294" "35.120486" "2.000000" "106228.500000" "2387.746151" "125.891344" "3.414214" "15898.240457" "353.469294" "35.120486" "0.500000" "106228.500000" "2387.746151" "125.891344" "c"
"258" "4.000000" "16234.455742" "359.853512" "34.076050" "1.000000" "175355.500000" "3805.685011" "153.815183" "4.000000" "16234.455742" "359.853512" "34.076050" "1.000000" "175355.500000" "3805.685011" "153.815183" "c"
"259" "5.656854" "9243.881155" "309.593370" "51.852687" "2.000000" "418841.000000" "13226.598637" "558.634596" "5.656854" "9243.881155" "309.593370" "51.852687" "2.000000" "418841.000000" "13226.598637" "558.634596" "d"
"260" "5.656854" "8526.386647" "292.955208" "50.414084" "2.000000" "419248.000000" "13546.612267" "572.507307" "5.656854" "8526.386647" "292.955208" "50.414084" "2.000000" "419248.000000" "13546.612267" "572.507307" "d"
"261" "5.656854" "4129.966718" "113.115870" "29.304383" "2.000000" "469579.500000" "12412.456036" "379.345804" "3.414214" "4129.966718" "113.115870" "29.304383" "0.500000" "469579.500000" "12412.456036" "379.345804" "d"
"262" "5.656854" "12176.469358" "428.775711" "58.297804" "2.000000" "376768.500000" "12781.870694" "587.295977" "5.656854" "12176.469358" "428.775711" "58.297804" "2.000000" "376768.500000" "12781.870694" "587.295977" "d"
"263" "5.414214" "11776.714961" "403.926664" "53.301071" "1.500000" "396395.500000" "13329.028740" "577.260747" "11.899495" "11776.714961" "403.926664" "53.301071" "8.500000" "396395.500000" "13329.028740" "577.260747" "d"
"264" "5.414214" "11947.626652" "411.408365" "55.310922" "1.500000" "389690.500000" "13140.992914" "577.020478" "5.656854" "11947.626652" "411.408365" "55.310922" "2.000000" "389690.500000" "13140.992914" "577.020478" "d"
"265" "5.656854" "6415.275703" "320.253787" "56.407010" "2.000000" "439212.000000" "16008.747673" "792.583117" "5.656854" "6415.275703" "320.253787" "56.407010" "2.000000" "439212.000000" "16008.747673" "792.583117" "d"
"266" "2.000000" "10400.429484" "346.214820" "50.823968" "4.000000" "426894.000000" "13796.894679" "574.416405" "2.000000" "10400.429484" "346.214820" "50.823968" "4.000000" "426894.000000" "13796.894679" "574.416405" "d"
"267" "2.000000" "2403.662237" "78.975145" "22.086668" "3.000000" "16260.500000" "394.602922" "41.216798" "2.000000" "2403.662237" "78.975145" "22.086668" "3.000000" "16260.500000" "394.602922" "41.216798" "d"
"268" "7.414214" "2793.978034" "82.965904" "19.825228" "2.500000" "15078.000000" "352.333450" "36.600758" "7.414214" "2793.978034" "82.965904" "19.825228" "2.500000" "15078.000000" "352.333450" "36.600758" "d"
"269" "2.000000" "947.016367" "59.226362" "19.792923" "8.500000" "3770.500000" "178.327293" "33.457659" "2.000000" "947.016367" "59.226362" "19.792923" "8.500000" "3770.500000" "178.327293" "33.457659" "d"
"270" "5.656854" "3536.016698" "111.433625" "21.460813" "2.000000" "17579.500000" "452.049810" "42.209045" "5.656854" "3536.016698" "111.433625" "21.460813" "2.000000" "17579.500000" "452.049810" "42.209045" "d"
"271" "5.656854" "5421.171027" "193.104103" "45.784767" "2.000000" "454744.500000" "14242.774037" "574.751717" "5.656854" "5421.171027" "193.104103" "45.784767" "2.000000" "454744.500000" "14242.774037" "574.751717" "d"
"272" "2.000000" "2604.237920" "90.849358" "19.315544" "0.000000" "12471.500000" "356.038196" "37.444075" "2.000000" "2604.237920" "90.849358" "19.315544" "0.000000" "12471.500000" "356.038196" "37.444075" "d"
"273" "2.000000" "2603.509998" "86.083735" "18.723015" "0.000000" "9202.500000" "316.331638" "35.519881" "2.000000" "2603.509998" "86.083735" "18.723015" "0.000000" "9202.500000" "316.331638" "35.519881" "d"
"274" "2.828427" "2229.520104" "87.107076" "18.515945" "0.000000" "8290.500000" "319.308520" "35.673398" "4.000000" "2229.520104" "87.107076" "18.515945" "0.000000" "8290.500000" "319.308520" "35.673398" "d"
"275" "2.000000" "1836.819532" "77.518182" "18.552792" "0.000000" "7908.500000" "294.459779" "35.499670" "2.000000" "1836.819532" "77.518182" "18.552792" "0.000000" "7908.500000" "294.459779" "35.499670" "d"
"276" "5.414214" "1843.890599" "78.006508" "18.712204" "1.500000" "7201.000000" "287.966733" "35.390620" "5.414214" "1843.890599" "78.006508" "18.712204" "1.500000" "7201.000000" "287.966733" "35.390620" "d"
"277" "5.656854" "3813.504067" "98.405454" "19.040428" "2.000000" "20288.500000" "440.931008" "39.639910" "5.656854" "3813.504067" "98.405454" "19.040428" "2.000000" "20288.500000" "440.931008" "39.639910" "d"
"278" "2.000000" "4531.275705" "117.548691" "20.518514" "0.500000" "37311.000000" "735.295122" "47.907750" "3.414214" "4531.275705" "117.548691" "20.518514" "0.500000" "37311.000000" "735.295122" "47.907750" "d"
"279" "4.000000" "2504.113030" "104.484885" "19.895230" "11.000000" "14418.000000" "446.606770" "43.054802" "4.000000" "2504.113030" "104.484885" "19.895230" "11.000000" "14418.000000" "446.606770" "43.054802" "d"
"280" "5.656854" "17068.930921" "322.128401" "29.660549" "2.000000" "364088.500000" "6495.163339" "166.713538" "5.656854" "17068.930921" "322.128401" "29.660549" "2.000000" "364088.500000" "6495.163339" "166.713538" "d"
"281" "4.000000" "17091.957395" "339.846281" "32.415344" "8.000000" "310211.000000" "5774.483836" "167.477093" "9.656854" "17091.957395" "339.846281" "32.415344" "8.000000" "310211.000000" "5774.483836" "167.477093" "d"
"282" "2.828427" "13231.662353" "450.275276" "57.157833" "2.000000" "365133.000000" "12127.576105" "539.912900" "5.656854" "13231.662353" "450.275276" "57.157833" "2.000000" "365133.000000" "12127.576105" "539.912900" "d"
"283" "5.656854" "9081.746161" "158.356796" "24.430368" "2.000000" "432220.500000" "7063.180936" "152.788919" "5.656854" "9081.746161" "158.356796" "24.430368" "2.000000" "432220.500000" "7063.180936" "152.788919" "d"
"284" "0.000000" "10722.627533" "178.548532" "22.749277" "0.000000" "447995.500000" "7212.343010" "147.681571" "0.000000" "10722.627533" "178.548532" "22.749277" "0.000000" "447995.500000" "7212.343010" "147.681571" "d"
"285" "5.656854" "10290.367647" "180.193796" "23.702326" "2.000000" "422567.500000" "6774.455526" "145.758089" "5.656854" "10290.367647" "180.193796" "23.702326" "2.000000" "422567.500000" "6774.455526" "145.758089" "d"
"286" "3.414214" "10986.011429" "195.577417" "25.257251" "0.500000" "382714.000000" "6247.072392" "143.980575" "3.414214" "10986.011429" "195.577417" "25.257251" "0.500000" "382714.000000" "6247.072392" "143.980575" "d"
"287" "4.828427" "11646.261209" "213.094839" "25.672367" "1.000000" "353270.000000" "5920.947849" "141.114975" "4.828427" "11646.261209" "213.094839" "25.672367" "1.000000" "353270.000000" "5920.947849" "141.114975" "d"
"288" "5.656854" "16458.063825" "283.872618" "25.401567" "2.000000" "387456.500000" "6495.372243" "146.861837" "5.656854" "16458.063825" "283.872618" "25.401567" "2.000000" "387456.500000" "6495.372243" "146.861837" "d"
"289" "5.656854" "10508.367645" "189.550501" "23.538472" "2.000000" "431768.500000" "7188.668807" "159.538313" "2.000000" "10508.367645" "189.550501" "23.538472" "2.000000" "431768.500000" "7188.668807" "159.538313" "d"
"290" "5.656854" "12200.459256" "224.930022" "26.017847" "2.000000" "417161.500000" "7130.263753" "168.758671" "2.000000" "12200.459256" "224.930022" "26.017847" "2.000000" "417161.500000" "7130.263753" "168.758671" "d"
"291" "5.656854" "14557.400711" "270.669636" "27.604342" "1.000000" "376633.000000" "6584.919268" "165.391225" "5.656854" "14557.400711" "270.669636" "27.604342" "2.000000" "376633.000000" "6584.919268" "165.391225" "d"
"292" "21.656854" "15750.306469" "301.238674" "29.353999" "19.000000" "308143.000000" "5547.693970" "154.738717" "21.656854" "15750.306469" "301.238674" "29.353999" "19.000000" "308143.000000" "5547.693970" "154.738717" "d"
"293" "5.656854" "13966.629953" "473.704847" "57.138685" "2.000000" "343306.500000" "11422.013071" "510.590708" "5.656854" "13966.629953" "473.704847" "57.138685" "2.000000" "343306.500000" "11422.013071" "510.590708" "d"
"294" "0.000000" "17326.349310" "324.487642" "28.079472" "0.000000" "257379.000000" "4566.928697" "131.376326" "0.000000" "17326.349310" "324.487642" "28.079472" "0.000000" "257379.000000" "4566.928697" "131.376326" "d"
"295" "5.656854" "18447.809327" "344.741054" "28.056798" "2.000000" "256848.000000" "4548.627420" "129.619764" "5.414214" "18447.809327" "344.741054" "28.056798" "1.500000" "256848.000000" "4548.627420" "129.619764" "d"
"296" "5.656854" "15136.493199" "307.628518" "27.853691" "2.000000" "248608.000000" "4449.152910" "133.413023" "5.656854" "15136.493199" "307.628518" "27.853691" "2.000000" "248608.000000" "4449.152910" "133.413023" "d"
"297" "2.000000" "16266.705526" "326.685096" "27.646280" "2.000000" "169371.500000" "3098.149351" "110.799749" "5.656854" "16266.705526" "326.685096" "27.646280" "2.000000" "169371.500000" "3098.149351" "110.799749" "d"
"298" "2.000000" "11445.589201" "245.437128" "27.940077" "2.000000" "128736.000000" "2386.519595" "102.555694" "5.656854" "11445.589201" "245.437128" "27.940077" "2.000000" "128736.000000" "2386.519595" "102.555694" "d"
"299" "4.828427" "7032.060748" "180.755790" "27.765628" "1.500000" "89971.500000" "1742.083048" "96.916174" "5.656854" "7032.060748" "180.755790" "27.765628" "2.000000" "89971.500000" "1742.083048" "96.916174" "d"
"300" "4.000000" "11323.003413" "231.260230" "27.392787" "1.000000" "141068.500000" "2565.458129" "105.310520" "5.656854" "11323.003413" "231.260230" "27.392787" "2.000000" "141068.500000" "2565.458129" "105.310520" "d"
"301" "5.656854" "16033.630282" "275.533958" "25.031124" "2.000000" "390174.000000" "6507.183892" "146.207059" "5.656854" "16033.630282" "275.533958" "25.031124" "2.000000" "390174.000000" "6507.183892" "146.207059" "d"
"302" "3.414214" "15718.333816" "275.841857" "25.621333" "0.500000" "338292.500000" "5693.808620" "134.829186" "3.414214" "15718.333816" "275.841857" "25.621333" "0.500000" "338292.500000" "5693.808620" "134.829186" "d"
"303" "5.656854" "15296.160157" "264.361564" "24.837854" "0.500000" "351759.000000" "5823.261592" "133.196634" "5.656854" "15296.160157" "264.361564" "24.837854" "0.500000" "351759.000000" "5823.261592" "133.196634" "d"
"304" "5.656854" "8930.834472" "354.920818" "57.339736" "2.000000" "363819.500000" "12433.916030" "612.472989" "5.656854" "8930.834472" "354.920818" "57.339736" "2.000000" "363819.500000" "12433.916030" "612.472989" "d"
"305" "5.656854" "13163.066462" "228.388862" "23.863504" "2.000000" "426672.500000" "7112.125838" "154.923632" "5.656854" "13163.066462" "228.388862" "23.863504" "2.000000" "426672.500000" "7112.125838" "154.923632" "d"
"306" "5.656854" "16200.264839" "281.773237" "24.621983" "2.000000" "345750.500000" "5850.217163" "136.713755" "5.656854" "16200.264839" "281.773237" "24.621983" "2.000000" "345750.500000" "5850.217163" "136.713755" "d"
"307" "4.000000" "14451.158072" "295.104572" "27.356397" "2.000000" "249909.500000" "4426.919232" "130.901072" "3.414214" "14451.158072" "295.104572" "27.356397" "0.500000" "249909.500000" "4426.919232" "130.901072" "d"
"308" "2.000000" "13824.869626" "273.424343" "26.644000" "1.500000" "335280.500000" "5860.442500" "154.192145" "5.656854" "13824.869626" "273.424343" "26.644000" "2.000000" "335280.500000" "5860.442500" "154.192145" "d"
"309" "2.000000" "16209.412025" "277.015829" "23.059539" "2.000000" "424099.500000" "7122.856382" "151.458157" "5.656854" "16209.412025" "277.015829" "23.059539" "2.000000" "424099.500000" "7122.856382" "151.458157" "d"
"310" "2.000000" "11200.607322" "190.814581" "22.281251" "2.000000" "432095.500000" "7138.604365" "149.695005" "5.656854" "11200.607322" "190.814581" "22.281251" "2.000000" "432095.500000" "7138.604365" "149.695005" "d"
"311" "5.656854" "7017.851387" "166.687045" "26.581294" "2.000000" "449328.500000" "10477.455285" "286.724701" "2.000000" "7017.851387" "166.687045" "26.581294" "2.000000" "449328.500000" "10477.455285" "286.724701" "d"
"312" "5.656854" "5796.744620" "140.761004" "24.660790" "2.000000" "463780.500000" "10973.782665" "297.716527" "5.656854" "5796.744620" "140.761004" "24.660790" "2.000000" "463780.500000" "10973.782665" "297.716527" "d"
"313" "5.656854" "5621.122257" "142.279603" "23.990203" "2.000000" "463364.500000" "11497.802238" "321.402341" "5.656854" "5621.122257" "142.279603" "23.990203" "2.000000" "463364.500000" "11497.802238" "321.402341" "d"
"314" "5.656854" "4538.573925" "108.394613" "25.065023" "0.500000" "469568.500000" "10468.416195" "276.477623" "2.000000" "4538.573925" "108.394613" "25.065023" "7.000000" "469568.500000" "10468.416195" "276.477623" "d"
"315" "2.000000" "7468.676847" "260.323356" "51.117429" "2.000000" "452205.000000" "14533.250405" "616.699380" "5.656854" "7468.676847" "260.323356" "51.117429" "2.000000" "452205.000000" "14533.250405" "616.699380" "d"
"316" "2.000000" "4968.522190" "117.199841" "23.983780" "2.000000" "466046.000000" "10529.401596" "276.507406" "5.656854" "4968.522190" "117.199841" "23.983780" "2.000000" "466046.000000" "10529.401596" "276.507406" "d"
"317" "5.656854" "3668.604240" "89.224745" "21.580235" "2.000000" "471494.500000" "10718.446638" "276.866598" "5.656854" "3668.604240" "89.224745" "21.580235" "2.000000" "471494.500000" "10718.446638" "276.866598" "d"
"318" "5.656854" "4318.843916" "102.692902" "22.750539" "1.500000" "468998.500000" "10656.105937" "277.782283" "2.828427" "4318.843916" "102.692902" "22.750539" "2.000000" "468998.500000" "10656.105937" "277.782283" "d"
"319" "2.000000" "7616.711338" "174.647960" "26.442678" "0.500000" "454305.000000" "10003.197297" "263.861300" "5.656854" "7616.711338" "174.647960" "26.442678" "2.000000" "454305.000000" "10003.197297" "263.861300" "d"
"320" "5.656854" "4264.074364" "100.293467" "24.127407" "2.000000" "468923.500000" "10387.226570" "271.656112" "3.414214" "4264.074364" "100.293467" "24.127407" "0.500000" "468923.500000" "10387.226570" "271.656112" "d"
"321" "3.414214" "4179.446947" "98.479326" "24.003037" "0.500000" "470251.500000" "10414.091571" "272.036065" "3.414214" "4179.446947" "98.479326" "24.003037" "0.500000" "470251.500000" "10414.091571" "272.036065" "d"
"322" "5.656854" "4323.655098" "101.661037" "24.066945" "2.000000" "469466.000000" "10432.544845" "273.096838" "5.656854" "4323.655098" "101.661037" "24.066945" "2.000000" "469466.000000" "10432.544845" "273.096838" "d"
"323" "2.000000" "7910.860613" "176.303189" "25.080249" "2.000000" "451836.500000" "9938.132906" "256.167957" "5.656854" "7910.860613" "176.303189" "25.080249" "2.000000" "451836.500000" "9938.132906" "256.167957" "d"
"324" "5.656854" "5642.484733" "147.101720" "29.004306" "2.000000" "457505.500000" "10156.049416" "282.372660" "2.000000" "5642.484733" "147.101720" "29.004306" "1.000000" "457505.500000" "10156.049416" "282.372660" "d"
"325" "2.828427" "4094.611381" "97.560818" "22.510335" "2.000000" "470167.000000" "10666.148018" "277.078785" "2.828427" "4094.611381" "97.560818" "22.510335" "2.000000" "470167.000000" "10666.148018" "277.078785" "d"
"326" "4.828427" "10857.296576" "354.427093" "49.793780" "1.000000" "418704.000000" "13365.159513" "550.105505" "2.000000" "10857.296576" "354.427093" "49.793780" "2.000000" "418704.000000" "13365.159513" "550.105505" "d"
"327" "2.000000" "3767.515927" "93.896485" "22.178520" "2.000000" "471733.500000" "11112.450115" "296.663520" "2.000000" "3767.515927" "93.896485" "22.178520" "2.000000" "471733.500000" "11112.450115" "296.663520" "d"
"328" "3.414214" "7967.654551" "179.400569" "27.121110" "0.500000" "451078.500000" "9933.598381" "262.201844" "5.656854" "7967.654551" "179.400569" "27.121110" "2.000000" "451078.500000" "9933.598381" "262.201844" "d"
"329" "0.000000" "7909.595676" "182.361098" "27.782730" "0.000000" "446985.500000" "9921.996321" "267.497043" "0.000000" "7909.595676" "182.361098" "27.782730" "0.000000" "446985.500000" "9921.996321" "267.497043" "d"
"330" "0.000000" "6506.655427" "163.509461" "29.544194" "0.000000" "448088.500000" "9944.879620" "278.155096" "0.000000" "6506.655427" "163.509461" "29.544194" "0.000000" "448088.500000" "9944.879620" "278.155096" "d"
"331" "2.828427" "6087.479680" "135.526449" "29.094771" "2.000000" "463557.500000" "9805.207071" "256.147941" "5.656854" "6087.479680" "135.526449" "29.094771" "2.000000" "463557.500000" "9805.207071" "256.147941" "d"
"332" "2.000000" "6016.158835" "142.842581" "30.237254" "2.000000" "464082.000000" "10660.267754" "294.855069" "2.000000" "6016.158835" "142.842581" "30.237254" "0.500000" "464082.000000" "10660.267754" "294.855069" "d"
"333" "2.000000" "4081.682449" "101.660051" "27.825595" "2.000000" "471352.500000" "11171.538050" "310.555368" "2.000000" "4081.682449" "101.660051" "27.825595" "2.000000" "471352.500000" "11171.538050" "310.555368" "d"
"334" "2.000000" "4057.599188" "99.416619" "26.040295" "2.000000" "469328.500000" "10893.930481" "296.198652" "5.656854" "4057.599188" "99.416619" "26.040295" "2.000000" "469328.500000" "10893.930481" "296.198652" "d"
"335" "2.000000" "4117.983965" "102.770518" "27.569741" "2.000000" "469635.000000" "10936.646413" "304.361367" "4.000000" "4117.983965" "102.770518" "27.569741" "1.000000" "469635.000000" "10936.646413" "304.361367" "d"
"336" "5.656854" "4041.724079" "101.383989" "28.332370" "2.000000" "470666.000000" "10933.999681" "306.604752" "4.000000" "4041.724079" "101.383989" "28.332370" "1.000000" "470666.000000" "10933.999681" "306.604752" "d"
"337" "4.828427" "11518.465186" "399.832566" "55.105700" "1.000000" "405301.500000" "13572.864094" "594.182735" "5.656854" "11518.465186" "399.832566" "55.105700" "2.000000" "405301.500000" "13572.864094" "594.182735" "d"
"338" "5.656854" "4396.115994" "109.301509" "29.290824" "2.000000" "469169.000000" "10867.072400" "306.577831" "16.485281" "4396.115994" "109.301509" "29.290824" "8.500000" "469169.000000" "10867.072400" "306.577831" "d"
"339" "2.000000" "4994.774935" "126.841285" "31.872641" "2.000000" "467373.500000" "10994.468136" "316.272702" "11.656854" "4994.774935" "126.841285" "31.872641" "10.000000" "467373.500000" "10994.468136" "316.272702" "d"
"340" "4.000000" "4676.164765" "117.408176" "29.035690" "2.000000" "467333.000000" "10945.164501" "305.611690" "2.000000" "4676.164765" "117.408176" "29.035690" "0.500000" "467333.000000" "10945.164501" "305.611690" "d"
"341" "2.000000" "4634.407405" "115.168992" "25.969175" "2.000000" "468217.500000" "11365.317331" "315.012087" "3.414214" "4634.407405" "115.168992" "25.969175" "0.500000" "468217.500000" "11365.317331" "315.012087" "d"
"342" "5.656854" "4292.500770" "109.941819" "26.880044" "2.000000" "469764.500000" "11505.606856" "329.360144" "5.414214" "4292.500770" "109.941819" "26.880044" "0.500000" "469764.500000" "11505.606856" "329.360144" "d"
"343" "5.656854" "4813.485612" "123.722094" "27.725281" "2.000000" "465612.500000" "11578.790370" "337.354889" "5.656854" "4813.485612" "123.722094" "27.725281" "2.000000" "465612.500000" "11578.790370" "337.354889" "d"
"344" "5.656854" "4625.495719" "116.629086" "29.113265" "2.000000" "468218.500000" "11204.859470" "316.871920" "2.000000" "4625.495719" "116.629086" "29.113265" "0.500000" "468218.500000" "11204.859470" "316.871920" "d"
"345" "2.000000" "4598.549539" "117.318740" "28.402176" "2.000000" "467972.500000" "11366.200019" "322.113636" "2.000000" "4598.549539" "117.318740" "28.402176" "2.000000" "467972.500000" "11366.200019" "322.113636" "d"
"346" "3.414214" "4162.978912" "106.509492" "27.161170" "0.500000" "469552.000000" "11661.764733" "333.037654" "5.656854" "4162.978912" "106.509492" "27.161170" "2.000000" "469552.000000" "11661.764733" "333.037654" "d"
"347" "5.656854" "3966.001208" "105.948164" "26.540777" "2.000000" "471164.500000" "12152.642188" "356.344208" "5.656854" "3966.001208" "105.948164" "26.540777" "2.000000" "471164.500000" "12152.642188" "356.344208" "d"
"348" "5.414214" "7765.747914" "386.821108" "61.339397" "1.500000" "428940.500000" "17086.121965" "903.106977" "5.656854" "7765.747914" "386.821108" "61.339397" "2.000000" "428940.500000" "17086.121965" "903.106977" "d"
"349" "5.656854" "3890.604241" "101.886960" "27.226129" "2.000000" "472094.500000" "11849.968999" "343.901009" "5.656854" "3890.604241" "101.886960" "27.226129" "2.000000" "472094.500000" "11849.968999" "343.901009" "d"
"350" "5.656854" "3587.751429" "96.301916" "27.842798" "2.000000" "471169.500000" "12025.361604" "357.126467" "5.656854" "3587.751429" "96.301916" "27.842798" "2.000000" "471169.500000" "12025.361604" "357.126467" "d"
"351" "5.656854" "5975.430912" "147.206834" "28.911182" "2.000000" "464358.500000" "11209.051584" "317.240525" "5.656854" "5975.430912" "147.206834" "28.911182" "2.000000" "464358.500000" "11209.051584" "317.240525" "d"
"352" "5.656854" "5530.654219" "136.191887" "28.150353" "2.000000" "466053.000000" "11223.825135" "315.214161" "5.656854" "5530.654219" "136.191887" "28.150353" "2.000000" "466053.000000" "11223.825135" "315.214161" "d"
"353" "2.000000" "4220.535260" "108.046835" "27.622248" "2.000000" "469849.500000" "11629.771416" "333.646536" "5.656854" "4220.535260" "108.046835" "27.622248" "2.000000" "469849.500000" "11629.771416" "333.646536" "d"
"354" "7.656854" "5329.156746" "131.844811" "27.975657" "4.000000" "464791.500000" "11262.218011" "317.618096" "7.656854" "5329.156746" "131.844811" "27.975657" "4.000000" "464791.500000" "11262.218011" "317.618096" "d"
"355" "2.000000" "4332.920036" "111.053171" "27.354089" "2.000000" "470114.000000" "11711.911315" "336.250621" "5.656854" "4332.920036" "111.053171" "27.354089" "2.000000" "470114.000000" "11711.911315" "336.250621" "d"
"356" "2.000000" "4235.221552" "112.190641" "27.543303" "2.000000" "469507.500000" "12129.885353" "357.180361" "2.000000" "4235.221552" "112.190641" "27.543303" "0.500000" "469507.500000" "12129.885353" "357.180361" "d"
"357" "5.656854" "3845.415422" "104.934480" "27.735875" "2.000000" "470984.000000" "12367.812872" "369.958247" "2.000000" "3845.415422" "104.934480" "27.735875" "1.000000" "470984.000000" "12367.812872" "369.958247" "d"
"358" "5.656854" "4114.736270" "110.954999" "28.598645" "2.000000" "470198.500000" "12233.783245" "366.194106" "3.414214" "4114.736270" "110.954999" "28.598645" "0.500000" "470198.500000" "12233.783245" "366.194106" "d"
